CODE;DESCRIPTION;EAN;STOCK;ETA;ESTIMATED STOCK;ERROR;
10123;MANDO A DISTANCIA 101210/1/2/3/4;;82;;;;
101250;EMPOTRABLE 7W BL DIMABLE 4000K DUCK;8426107759757;150;;;;
101250R;EMPOTRABLE 7W BL DIMABLE 4000K DUCK R;8426107014115;0;;;No info / No hay informacion de fecha ni cantidad estimada;
101252;PLAFON LED SURF RED WH 30-2400-840;8426107125255;49;;;;
101254;EMPOTRABLE 7W BL DIMABLE 3000K DUCK;8426107759740;150;;;;
101254R;EMPOTRABLE 7W BL DIMABLE 3000K DUCK R;8426107014122;0;;;No info / No hay informacion de fecha ni cantidad estimada;
101259;ESTANCA 60CM IP66+IK10 14-1960-840 DEEP;8426107932693;100;;;;
101260;ESTANCA 60CM IP66+IK10 14-2050-860 DEEP;8426107932716;86;;;;
101261;ESTANCA 120CM IP66+IK10 28-3920-840 DEEP;8426107564979;95;;;;
101262;ESTANCA 120CM IP66+IK10 28-4100-860 DEEP;8426107932723;150;;;;
101263;ESTANCA 150CM IP66+IK10 35-4900-840 DEEP;8426107932730;150;;;;
101264;ESTANCA 150CM IP66+IK10 35-5080-860 DEEP;8426107932747;150;;;;
101265;EMPOTRABLE LED RED TURK 20-2200-840;8426107013934;150;;;;
101266;EMPOTRABLE LED RED TURK 20-2150-830;8426107015204;150;;;;
101278;PLAF 45W BL 50CM RED 4000K ULKA;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
101279;PLAF 45W BL 50CM CUA 4000K ULKA;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
10128;TAPA ACRÍLICA 53CM 101210;;57;;;;
101280;PLAF 45W BL 120X30 4000K ULKA;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
10129;TAPA ACRILICA 43CM 101211;;45;;;;
10130;TAPA ACRILICA 33CM 101212;;60;;;;
10131;TAPA ACRILICA 120*30 101213;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
10132;TAPA ACRILICA 120*15 101214;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
10133;MANDO A DISTANCIA 101210/1/2/3/4 NEGRO;;150;;;;
101400;TUBO LED 9W 840 850LU 60cm KORU;8426107949493;150;;;;
101401;TUBO LED 9W 865 900LU 60cm KORU;8426107949486;150;;;;
101402;TUBO LED 18W 840 1750LU 120cm KORU;8426107949479;150;;;;
101403;TUBO LED 18W 865 1800LU 120cm KORU;8426107949462;0;150;2020-06-10 (yyyy-mm-dd);;
101404;TUBO LED 24W 840 2350LU 150cm KORU;8426107949455;150;;;;
101405;TUBO LED 24W 865 2400LU 150cm KORU;8426107949448;150;;;;
101602;MODULO VISIO COB 1-880-8CCT;8426107015822;45;;;;
101604;OPTICA 24º VISIO;8426107015839;47;;;;
101605;OPTICA 60º VISIO;8426107015846;48;;;;
101606;EMP. RED BLANCO ROT VISIO;8426107015853;42;;;;
101614;EMP. RED ORO MATE ROT VISIO;8426107015860;41;;;;
101618;EMP. RED BLANCO VISIO;8426107015877;0;100;2020-05-15 (yyyy-mm-dd);;
101621;EMP. CUA BLANCO VISIO;8426107015884;24;;;;
101624;EMP. CUA ASI BLANCO VISIO;8426107015891;100;;;;
101627;EMP. RED DORADO MATE VISIO;8426107015907;0;;;No info / No hay informacion de fecha ni cantidad estimada;
101628;EMP. CUA DORADO MATE VISIO;8426107451279;48;;;;
101629;EMP. CUA ASI DORADO MATE VISIO;8426107015914;49;;;;
101630;MODULO+OPTICA 24º VISIO 11-950-9CCT;8426107015921;30;;;;
101631;MODULO+OPTICA 60º VISIO 11-950-9CCT;8426107015938;43;;;;
101753;DL COB RED THOR 20-1800-830;8426107015945;99;;;;
101759;DL COB RED THOR 20-1850-840;8426107016096;62;;;;
101763;APLIQUE 1E27 VERDE RAPHA;8426107015037;90;;;;
101766;EMPOTRABLE 20CM 15W 4000;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
101851;-APLIQUE LED EMPOT. MEMPHIS BL 5-425-830;8426107007476;66;;;;
101867;-PLAFON 30W BL CUA 1900LU 4000K RIGUE;8426107009036;68;;;;
101904;PANEL LED SUP. RED. DUGAN BL 36-3600-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102011;UNDERCABINET BELOW 60cm 25-2175-840;8426107010940;150;;;;
102021;UNDERCABINET IP44 25W BE-WATER;8426107013774;150;;;;
102022;UNDERCABINET IP44 45W BE-WATER;8426107013781;100;;;;
102025;UNDERCABINET 60cm BE-COOL 18-1700-840;8426107013828;150;;;;
102026;UNDERCABINET 90cm BE-COOL 24-1920-840;8426107013835;0;150;2020-06-21 (yyyy-mm-dd);;
102027;UNDERCABINET 120cm BE-COOL 40-3500-840;8426107013842;0;150;;No info / No hay informacion de fecha ni cantidad estimada;
102039;PLF LED PLURIEL IP44 CUA NK 18-1500-840;8426107011381;150;;;;
102041;UNDERCABINET BELOW 120cm 45-3800-840;8426107010957;0;150;;No info / No hay informacion de fecha ni cantidad estimada;
102094;PLF LED PLURIEL IP44 RED NK 18-1500-840;8426107011374;150;;;;
102151;EMP YESO RED AR111 FRONT;8426107015952;150;;;;
102152;EMP YESO CUA AR111 FRONT;8426107015969;150;;;;
102153;EMP YESO RECT 2 AR111 FRONT;8426107015976;150;;;;
102155;EMP YESO CUA GU10 FRONT;8426107015983;150;;;;
102160;PLAFON LED RED. DAWA BL 6-420-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102162;PLAFON LED RED. DAWA BL 18-1260-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102166;PLAFON LED CUA. DAWA BL 12-840-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102168;PLAFON LED CUA. DAWA BL 24-1680-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102193;MANDO A DISTANCIA COLOSSAL NUEVO;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
102265;EMPOTRABLE LED CUA TURK 20-2200-840;8426107015211;150;;;;
102266;EMPOTRABLE LED CUA TURK 20-2150-830;8426107015228;150;;;;
102795;WALL WASHER IP66 60CM RGB 24V PENN;8427107679687;34;;;;
102796;WALL WASHER IP66 60CM 18W 940 24V PENN;8427107679694;49;;;;
102797;WALL WASHER IP66 120CM RGB 36W 24V PENN;8427107679632;28;;;;
102798;WALL WASHER IP66 120CM 927 36W 24V PENN;8427107679649;48;;;;
102799;WALL WASHER IP66 120CM 940 36W 24V PENN;8427107679656;50;;;;
103399;PLAFON LED JUSPA 1200X150 40-4200-840;8426107016713;150;;;;
103410;PANEL JUSPA CUA 600X600 BL 40-4200-840;8426107016690;150;;;;
103411;PANEL JUSPA 1200X300 BL 40-4200-840;8426107016706;100;;;;
103795;WALL WASHER IP20 60CM 18W 927 24V PENN;8427107679601;49;;;;
103796;WALL WASHER IP20 60CM 18W 940 24V PENN;8427107679618;49;;;;
103797;WALL WASHER IP20 120CM RGB 36W 24V PENN;8427107679663;36;;;;
103798;WALL WASHER IP20 120CM 927 36W 24V PENN;8427107679502;50;;;;
103799;WALL WASHER IP20 120CM 940 36W 24V PENN;8427107679519;50;;;;
104400;EMP. LED IOT CAM 9-765-8CCT+RGB;8426107017161;0;;;No info / No hay informacion de fecha ni cantidad estimada;
104795;WALL WASHER IP20 60CM RGB 24V PENN;8427107679625;50;;;;
105600;TIRA LED BLISTER 3528 4.8W 2700º 3M;8426107005304;48;;;;
105601;TIRA LED BLISTER 3528 4.8W 4000º 3M;8426107005311;26;;;;
105602;TIRA LED BLISTER 5050 14.4W/m 4000º 3M;8426107444448;75;;;;
105603;TIRA LED BLISTER 5050 7.2W/m RGB 3M;8426107005298;100;;;;
108361;STRIP PRO 24V IP67 14,4W/m  1440lm/m 940;8426107536532;49;;;;
108362;STRIP PRO 24V IP67 14,4W/m  RGB;8426107598691;50;;;;
110039;PLF LED OUTDOOR IP44 CUA ANT 18-1500-840;8426107009463;150;;;;
110310;-APLIQUE LED 12W ALUMINIO ANCHOR;8426107008015;23;;;;
110490;-SOBREMESA LED 12W ALUMINIO ANCHOR;8426107008046;53;;;;
110500;-PIE DE SALON LED 28W ALUMINIO ALBORAN;8426107008039;27;;;;
110974;-DOWNLIGHT COBDOWN SQUARE 20W 3000K;8426107010766;69;;;;
110975;-EMPOTRABLE COBDOWN SQUARE 30W 3000K;8426107010773;83;;;;
111006;-COLGANTE LED 20W UFO;8426107004390;73;;;;
111023;-EMPOTRABLE 7W+3W RED 700LU 4000K COBSIG;8426107963840;100;;;;
111023R;-EMPOTRABLE 7W+3W RED 700LU 4000K COBSIG;8426107015105;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111024;-DOWNLIGHT  COB SIGNAL SQUAR 7W+3W 4000K;8426107963864;96;;;;
111029;ARUMFIX SPOT ROUND;8426107006301;92;;;;
111030;ARUMFIX SPOT SQUARE;8426107006318;90;;;;
111031;ARUMFIX SPOT WIDE ROUND;8426107006325;150;;;;
111032;ARUMFIX SPOT WIDE SQUARE;8426107006332;150;;;;
111041;WALL WASHER 3W 830 LINDENFIX SQUARE;8426107006097;150;;;;
111042;WALL WASHER 3W 830 RAYFIX WIDE;8426107006103;100;;;;
111046;-COBCHERRY 4.5W WALL LIGHT;8426107006059;46;;;;
111050;PINCHO 3W 130lm 830 IP65 COBMIST THIN;8426107111050;150;;;;
111051;PINCHO 10W 910lm 830 IP65 COBMIST THIN;8426107010476;150;;;;
111058;EMP. SUELO 15W 1320LU IP67 830 COBSOIL R;8426107010469;100;;;;
111060;-CONTINUUMLINE 18W  SYSTEMS;8426107006387;150;;;;
111061;-CONTINUUMLINE 10W (600) SYSTEM;8426107006370;100;;;;
111062;-CONTINUUMLINE 5W (300) SYSTEM;8426107006363;100;;;;
111063;-CONTINUUMLINE CONECTOT "T" SYSYEM 1 DCH;8426107006394;74;;;;
111064;-CONTINUUMLINE CORNER SYSYEM 1 DCH;8426107006400;59;;;;
111065;-CONTINUUMLINE CORNER SYSTEM 2 IZQDA;8426107006523;45;;;;
111066;-CONTINUUMLINE CONECTO "T" SYSYEM 2 IZQD;8426107006530;76;;;;
111077;ARUMFIX MODULE 9W 3000K;8426107006349;150;;;;
111078;ARUMFIX MODULE 9W DIMMABLE TRIAC 3000K;8426107006356;150;;;;
111080;-EMPOTRABLE SMD DOWNFACE ROUND 18W;8426107006189;96;;;;
111081;-EMPOTRABLE SMD DOWNFACE ROUND 24W;8426107006196;26;;;;
111082;-EMPOTRABLE SMD DOWNFACE SQUARE 18W;8426107006202;75;;;;
111083;-SMD DOWNFACE SQUARE 24W;8426107006219;79;;;;
111085;-SURFIX ROUND 24W SEMI-RECESSED;8426107006226;76;;;;
111086;-SURFIX SQUARE 24W SEMI-RECESSED;8426107006233;70;;;;
111087;-PROYECTOR 30W 4000K PERK;8426107963833;85;;;;
111087R;PROYECTOR 30W 4000K PERK;8426107014733;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111090;WALL WASHER 3W 830 ASTON SMALL;8426107006110;98;;;;
111094;-COBDOWN ROUND 20W 2700k;8426107006264;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111095;-COBDOWN ROUND 20W 4000k;8426107006271;28;;;;
111119;PLAFON RED BL NATURE FULL 18-1200-840-IP;8426107353559;150;;;;
111120;-PLAFON LED 8W IP44 NATURE BLANCO;8426107353511;45;;;;
111122;-PLAFON 18W IP44 REDONDO NATURE;8426107353535;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111123;COB DEW SMALL 6W IP54;8426107953353;100;;;;
111125;COB SPIRIT 6W IP54;8426107953339;29;;;;
111127;COB FLUVIAL I 9W IP54;8426107953308;96;;;;
111132;-APLIQUE COB SPRING 12W IP54 3000K GR;8426107007988;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111133;-APLIQUE COB GUSH 12W IP54 3000K GR;8426107711137;100;;;;
111134;-APLIQUE COB SURF SQUARE 5W IP54 GR;8426107008008;6;;;;
111135;APLIQUE COB FOUNT 1*4W IP54 GR;8426107007995;12;;;;
111138;-BALIZA COBBLAST POST 7W 650mm IP54;8426107007865;76;;;;
111140;BALIZA 7W 300mm IP54 830 COBAQUA;8426107007872;150;;;;
111141;BALIZA GRIS 7W 650mm IP54 830 COBAQUA;8426107007889;67;;;;
111142;-COB ORIGIN 7W IP54;8426107007896;64;;;;
111153;BALIZA MARRON 7W 650mm IP54 830 COBAQUA;8426107007940;150;;;;
111155;-MODULO 8W DIMABLE TRIAC ARPREMIUM 3000K;8426107011169;66;;;;
111156;-MODULO 13W DIMABL TRIAC ARPREMIUM 3000K;8426107011183;11;;;;
111157;-MODULO 8W DIMABL ARCPREMIUM 0-10V 3000K;8426107011176;50;;;;
111158;-MODULO 8W DIMABLE DIM TO WARM;8426107011152;44;;;;
111170;-PLAFON FOGFIX ROUND 9W IP54 BL;8426107008145;24;;;;
111171;-PLAFON FOGFIX ROUND 20W IP54 BL;8426107008152;45;;;;
111173;-PLAFON FOGFIX SQUARE 20W IP54 GR;8426107008176;6;;;;
111177;-COLGANTE GRIS 12W 2700K LEDCUBIT;8426107010759;26;;;;
111183;-APLQUE COBBREEZE 5W IP54 GR;8426107008206;0;;;No info / No hay informacion de fecha ni cantidad estimada;
111186;-APLIQUE COBGALE 5W IP65 GR;8426107008244;54;;;;
111187;-APLIQUE COBGALE SENSOR 5W IP65 GR;8426107008251;6;;;;
111188;APLIQUE GR 2*3W IP54 830 COBFROST;8426107008237;97;;;;
111189;APLIQUE BL 2*3W IP54 830 COBFROST;8426107014252;100;;;;
111197;EMP. SUELO 3W 300LU IP67 830 COBSOIL RD;8426107008275;87;;;;
111205;PINCHO 6W 550LU IP65 GR 830 COBMIST PEG;8426107008282;32;;;;
111211;MONVISO FIX 6W IP54;8426107009968;42;;;;
111212;-APLIQUE FUNGUSFIX 5W IP54 GR;8426107008305;52;;;;
111213;-BALIZA FUNGUSFIX POST 5W IP54 GR;8426107008312;38;;;;
111215;-APLIQUE BELLAVISTA 3W IP54;8426107009982;95;;;;
111216;-BELLAVISTA UNDERGROUND 3W IP54;8426107009975;16;;;;
111218;-PLAFON NETRO 12W IP54;8426107009937;75;;;;
111250;PROYECTOR 3W 130lm IP20 COBMIST THIN;8426107369529;59;;;;
111251;PROYECTOR 10W 830 IP20 COBMIST THIN;8426107369543;100;;;;
111325;EMP. SUELO 3W 320LU IP67 850 COBSOIL RD;8426107582355;100;;;;
111362;-PANEL 30X30 IP44 FIJACION DIRECTA;8426107111364;19;;;;
111608;DRIVER+ARAN.+FUENTE LUZ MARTÍN 2-160-827;8426107016027;54;;;;
111609;DRIVER+ARAND+FUENTE LUZ MARTÍN 2-160-840;8426107016034;94;;;;
111620;BAÑADOR YESO MARTÍN S/LUZ 170X50;8426107016058;150;;;;
111621;BAÑADOR YESO MARTÍN S/LUZ 115X55;8426107016041;150;;;;
111624;BAÑADOR YESO MARTÍN S/LUZ 70x120;8426107016065;150;;;;
111770;PLAFON CIFO RD PIR WH 20-1500-840;8426107398567;60;;;;
111988;APLIQUE GR 2*3W IP54 840 COBFROST;8426107857446;70;;;;
111989;APLIQUE BL 2*3W IP54 840 COBFROST;8426107857453;90;;;;
112008;EMP BASCULANTE 23W 4000K CLIN;8426107112002;100;;;;
112011;LED BATTERN 30W CCT/DIM ADJ.TRIME;8426107211002;150;;;;
112012;LED BATTERN 40W CCT/DIM ADJ.TRIME;8426107512017;150;;;;
112013;LED BATTERN 60W CCT/DIM ADJ TRIME;8426107013118;150;;;;
112025;-PLAFON  ULTRA FLAT ROUND 30W BL;8426107008114;100;;;;
112027;-PLAFON ULTRA FLAT ROUND 18W BL;8426107008121;100;;;;
112050;DOWNLIGHT ROUND 7W IP65 DOUCHE;8426107008367;150;;;;
112051;PLF LED PLURIEL IP44 CUA NK 12-910-840;8426107011343;150;;;;
112052;DOWNLIGHT SQUARE 7W IP65 DOUCHE;8426107008350;72;;;;
112067;-MINILINK 5W 30cm 3000k;8426107010803;79;;;;
112071;-FOCO SUP 5W 3000K COBSURF SQUARE SILVER;8426107010735;74;;;;
112075;-CARRIL MONOFASICO BLANCO 1 METRO;8426107112071;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112080;3 FOCOS 1FASE CARRL BL 8W 830 CARRY;8426107112088;150;;;;
112081;3 FOCOS CARRIL 1 FASE GRIS 8W CARRY;8426107120816;150;;;;
112082;-MINILINK 9W 60cm 3000K;8426107010827;61;;;;
112086;-MINILINK 17W 120cm 3000K;8426107010858;57;;;;
112091;PLF LED PLURIEL IP44 RED NK 12-910-840;8426107011336;150;;;;
112133;-APLIQUE COB SPRING 12W IP54 3000K GR;8426107009210;150;;;;
112154;BALIZA MARRON 7W 300MM IP54 830 COBAQUA;8426107009241;150;;;;
112168;LUMINARIA ALTO RENDIMIENTO 4000K TAPE;8426107008985;92;;;;
112174;-PLAFON LED DIMABLE 18W D45CM ROMS AZUL;8426107112149;39;;;;
112176;-PLAFON LED DIMABLE 18W D45CM ROMS MORAD;8426107112156;40;;;;
112180;APLIQUE 2X6W IP54 BL NEW ERA;8426107009265;100;;;;
112184;-APLIQUE NEW ERA 6W IP54 BL;8426107009272;150;;;;
112188;BAÑADOR PR 3W ROUND ALBA IP54 BL;8426107009500;6;;;;
112192;BAÑADOR PAR 6W RECTANGULAR ALBA IP54 BL;8426107009524;6;;;;
112205;PROYECTOR 6W IP20 GR 830 COBMIST PEG;8426107369536;100;;;;
112208;APLIQUE 2X6W IP54 BL NEW ERA FIX;8426107009258;150;;;;
112210;-PLAFON SQUARE 18W 3000K IP54 BL UL FLAT;8426107008930;63;;;;
112214;-DOWNLIGHT ULTRAFLAT SENSOR 12W IP54 BL;8426107008954;12;;;;
112216;-PLAFON RED 30X30 CCT ADJ 18W IP54;8426107008961;89;;;;
112217;-PLAFON CUAD 30X30 CCT ADJ 18W IP54;8426107008978;45;;;;
112226;REGLETA 3 FOCOS LED 3X10W FULINO BLANCO;8426107112132;150;;;;
112228;REGLETA 2 FOCOS LED 2X10W FULINO BLANCO;8426107112224;150;;;;
112230;FOCO LED 1X10W FULINO BLANCO;8426107712233;150;;;;
112240;APLIQUE 2X5.5W IRIS 3000K IP54;8426107009388;66;;;;
112244;-APLIQUE 2X1 IRIS 3000K IP54;8426107009401;94;;;;
112254;APLIQUE 4X2 3000K IP54 IRISFIX;8426107009418;100;;;;
112256;APLIQUE 3X2W IRIS 3000K IP54;8426107562340;75;;;;
112258;-BAÑADOR 1X3W IRIS RED 3000K IP54;8426107009364;27;;;;
112271;APLIQUE 2X8W 1000lm 830 COR IP65 TISA;8426107625328;47;;;;
112272;APLIQUE 1X12W 600lm 830 IP65 GR OSC TISA;8426107568540;40;;;;
112273;APLIQUE 2E27 GR CUA GRIS KOPYO;8426107525147;41;;;;
112276;APLIQUE 2GU10 MED CUA GRIS CLA KOPYO;8426107525253;150;;;;
112278;APLIQUE 1GU10 PEQ CUA GRIS KOPYO;8426107369642;55;;;;
112281;PLAFON 8W BLANCO 3000 560LU ALPHA;8426107010865;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112286;DOTFIX MINI ANGLE RD 5W 827;8426107009548;150;;;;
112287;APLIQUE 2X8W 1000lm 830 IP65 GRIS TISA;8426107423986;100;;;;
112288;DOTFIX MINI ANGLE SQ 5W 827;8426107009555;150;;;;
112290;-APLIQUE 11W 900lm GR 4000º BELLAVISTA;8426107523655;64;;;;
112293;APLIQUE 1E27 CRISTAL TRANS IP44 RECORD;8426107747488;90;;;;
112295;BALIZA 1E27 CRISTAL TRANS IP44 RECORD;8426107528971;44;;;;
112300;PANTALLA COCINA GRIS 30W 4000K KITCH;8426107112309;150;;;;
112305;PANTALLA COCINA GRIS 40W 4000K KITCH;8426107025302;150;;;;
112308;PINCHO IP65 GU10 NEGRO YUKA;8426107695864;0;100;2020-05-28 (yyyy-mm-dd);;
112320;PROYECTOR 10W BL IP44 4000K PIR MASINI;8426107346797;69;;;;
112321;PROYECTOR 30W BL IP44 4000K PIR MASINI;8426107013675;98;;;;
112322;PROYECTOR 10W NG IP44 4000K PIR MASINI;8426107015167;100;;;;
112323;PROYECTOR 10W BL IP66 3000K MASINI;8426107794680;82;;;;
112324;PROYECTOR 30W BL IP66 3000K MASINI;8426107013668;42;;;;
112325;PROYECTOR 30W NG IP44 4000K PIR MASINI;8426107015174;150;;;;
112327;PROYECTOR 50W BL IP44 4000K PIR MASINI;8426107015181;83;;;;
112329;PROYECTOR 50W NG IP44 4000K PIR MASINI;8426107015198;77;;;;
112350;APLIQUE 2E27 GR CUA GRIS OSCURO KOPYO;8426107369697;36;;;;
112353;APLIQUE 2G10 MED CUA GRIS OSCURO KOPYO;8426107369666;0;100;2020-05-17 (yyyy-mm-dd);;
112355;APLIQUE 1GU10 PEQ CUA GRIS OSCURO KOPYO;8426107369628;0;100;2020-05-17 (yyyy-mm-dd);;
112358;APLIQUE 1X12W 600lm 830 IP65 COR TISA;8426107548528;88;;;;
112361;PANEL LED PLATE BL 60X60 40-3200-840;8426107656100;150;;;;
112361R;PANEL 40W 3200LM 840 PLATE;8426107013613;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112364;ARO BLANCO RED MOD ARC PREMIUM 100x47;8426107011305;150;;;;
112367;PANEL 40W 3280LU 855K PLATE;8426107656117;150;;;;
112368;ARO BLANCO CUADRADO  MODULO ARC PREMIUM;8426107011329;150;;;;
112380;PANEL LED IP65 PROOF 36-3600-840;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112393;-BALIZA POLE PIPE IP44 MEDIA AURA;8426107752390;79;;;;
112398;-FAROLA ALUMINIO IP44 E27;8426107235497;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112413;APLIQUE SOLAR METAL 840 400LM SUNY;8426107542564;100;;;;
112415;PROYECTOR 10W BL IP66 4000K MASINI;8426107919199;92;;;;
112416;PROYECTOR 10W NG IP66 4000K MASINI;8426107919182;66;;;;
112419;PROYECTOR 30W BL IP66 4000K MASINI;8426107919175;42;;;;
112420;PROYECTOR 30W NG IP66 4000K MASINI;8426107919168;93;;;;
112421;PROYECTOR 50W BL IP66 4000K MASINI;8426107919151;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112422;PROYECTOR 50W NG IP66 4000K MASINI;8426107919144;87;;;;
112432;APLIQUE- PINCHO SOLAR 5W 4000 KIPPER;8426107857507;150;;;;
112439;APLIQUE 6W IP54 GRIS CLARO 830 DARWIN;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112440;APLIQUE 6W IP54 BLANCO 830 DARWIN+;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112441;APLIQUE 2*3W IP54 BLANCO 830 PERTH;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112442;APLIQUE 2*3W IP54 GRIS CLARO 830 PERTH+;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112443;APLIQUE 4W IP54 GRIS CLARO 830 CAIRNS;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112445;APLIQUE 4*1W IP54 GRIS CLARO 830 PERTH++;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112446;APLIQUE 2*2W IP54 BLANCO 830 HOBART;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112447;APLIQUE 9W IP54 GRIS CLARO 830 ALBANY;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112448;PROYECTOR 5W IP65 NEGRO 830 MANLY;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112449;BALIZA 9W IP54 GRIS CLARO 830 ARTHUR;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112461;PANEL 40w 80LM/W 4000K DIM PLATE;8426107555991;0;;;No info / No hay informacion de fecha ni cantidad estimada;
112915;PLF LED PLURIEL IP44 RED BL 18-1500-840;8426107011442;150;;;;
112916;PLF LED PLURIEL IP44 CUA BL 18-1500-840;8426107011435;150;;;;
112923;PLF LED PLURIEL IP44 RED BL 12-910-840;8426107011367;50;;;;
112926;PLF LED PLURIEL IP44 CUA BL 12-910-840;8426107011350;150;;;;
112958;APLIQUE 1X12W 640lm 840 IP65 COR TISA;8426107857590;100;;;;
112968;LUMINARIA ALTO RENDIMIENTO 5000K TAPE;8426107016089;150;;;;
112972;APLIQUE 1X12W 640lm 840 IP65 GR OSC TISA;8426107857408;38;;;;
113150;PANEL 60X60 PLATE DIM IOT 40-3200-8CCT;8426107016072;30;;;;
113188;BAÑADOR 4W RED GR 840 IP65 KAMAL;8426107356277;100;;;;
113192;BAÑADOR 8W REC NG 840 IP65 KAMAL;8426107356284;0;150;2020-05-28 (yyyy-mm-dd);;
113200;PLAFON SURF RED WH DIM IOT 18-1500-8CCT;8426107017147;0;150;2020-04-25 (yyyy-mm-dd);;
113209;EMP HOLE RED WH DIM IOT 18-1500-8CCT;8426107017154;0;150;2020-04-25 (yyyy-mm-dd);;
113256;BAÑADOR 6W TRI GR 840 IP65 KAMAL;8426107356260;100;;;;
113952;BAÑADOR 3W SQUARE IP65 NG 827 KAMAL;8426107857460;95;;;;
113953;BAÑADOR 3W SQUARE IP65 NG 840 KAMAL;8426107857477;96;;;;
113954;BAÑADOR 3W SQUARE IP65 BL 827 KAMAL;8426107857484;95;;;;
113955;BAÑADOR 3W SQUARE IP65 BL 840 KAMAL;8426107857491;100;;;;
113990;BAÑADOR 8W REC BL 840 IP65 KAMAL;8426107857415;48;;;;
113991;BAÑADOR 8W BL 827 IP65 KAMAL;8426107857422;80;;;;
113992;BAÑADOR 8W REC NG 827 IP65 KAMAL;8426107857439;72;;;;
114000S;COLGANTE NACAR HOJAS 36CM 10UND;;0;;;No info / No hay informacion de fecha ni cantidad estimada;
114012;-COLGANTE LED 32W D45CM HALE PLATA;8426107012494;0;;;No info / No hay informacion de fecha ni cantidad estimada;
114020;COLGANTE LED HALE BL 32-2100-840;8426107012869;38;;;;
114022;COLGANTE LED HALE BL 32-2000-827;8426107015747;38;;;;
114030;COLGANTE LED HALE BL 42-2800-840;8426107012883;18;;;;
114032;COLGANTE LED HALE BL 42-2700-827;8426107015754;32;;;;
114104;COLGANTE LED TAVEDA 120 MAD 32-2600-830;8426107015013;90;;;;
120039;PLF LED OUTDOOR IP44 CUA WH 18-1500-840;8426107009487;150;;;;
12010;FUENTE PARA TIRA LED IP67 12V 100W;8426107112330;6;;;;
12060;FUENTE DE ALIMENTACION IP67 12V 60W;8426107112323;25;;;;
120890;-SOBREMESA 1L VARILLA BLANCO ASTA;8426107106162;0;;;No info / No hay informacion de fecha ni cantidad estimada;
12100;FUENTE PARA TIRA LED IP00-12V 100W;8426107112408;0;;;No info / No hay informacion de fecha ni cantidad estimada;
121194;PLF LED OUTDOOR IP44 RED WH 18-1500-840;8426107009494;150;;;;
12125;FUENTE PARA TIRA LED IP00-12V 25W;8426107112378;11;;;;
12135;FUENTE PARA TIRA LED IP00-12V 35W;8426107112361;23;;;;
12150;FUENTE PARA TIRA LED IP00-12V 150W;8426107564788;16;;;;
121593;PIE DE SALON 1XE27 TELESC. LUPANO BLANCO;8426107012302;0;;;No info / No hay informacion de fecha ni cantidad estimada;
121594;PIE DE SALON 1XE27 TELESC. LUPANO NEGRO;8426107012319;35;;;;
12175;FUENTE PARA TIRA LED IP00-12V 75W;8426107112392;17;;;;
12200;FUENTE PARA TIRA LED IP00 12V 200W;8426107785411;0;;;No info / No hay informacion de fecha ni cantidad estimada;
122003;COLGANTE 4XE14 INFANTIL LETRAS MULTICOLO;8426107122001;54;;;;
122014;-PLAFON INFANTIL EN FORMA DE SOL 1L;8426107122087;6;;;;
122052;PLF LED OUTDOOR IP44 RED ANT 30-2400-840;8426107009197;150;;;;
122053;PLF LED OUTDOOR IP44 CUA ANT 30-2400-840;8426107009609;150;;;;
122054;PLF LED OUTDOOR IP44 CUA WH 30-2400-840;8426107009654;150;;;;
