Familia;Referencia;Descripción;Acabado;Fuente de luz; Precio
NUR PLATA CROMO;4985;Aplique LED ;Plata Cromo;LED 10W - 3000K - 850 LMS - 220-240V~50/60Hz;91,11
NUR PLATA CROMO;4986;Sobremesa LED;Plata Cromo;LED 15W - 3000K - 1200 LMS - 220-240V~50/60Hz;89,20
NUR PLATA CROMO;4987;Lámpara LED ;Plata Cromo;LED 40W - 3000K - 3200 LMS - AC100-240V 50/60Hz;226,77
NUR PLATA CROMO;4995;Lámpara LED  Dimable;Plata Cromo;LED 40W - 3000K - 3200 LMS - AC220-240V 50/60Hz;215,97
NUR PLATA CROMO;4996;Lámpara LED  Dimable;Plata Cromo;LED 30W - 3000K - 2400 LMS - AC220-240V 50/60Hz;215,97
NUR PLATA CROMO;4997;Lámpara LED  Dimable;Plata Cromo;LED 40W - 3000K - 3200 LMS - AC220-240V 50/60Hz;236,20
NUR PLATA CROMO;4998;Lámpara LED  Dimable;Plata Cromo;LED 50W - 3000K - 4000 LMS - AC220-240V 50/60Hz;263,21
NUR PLATA CROMO;4999;Plafón LED Dimable;Plata Cromo;LED 34W - 3000K - 2600 LMS - AC220-240V 50/60Hz;236,20
NUR PLATA CROMO;5000;Aplique LED  Touch Dimmer;Plata Cromo;LED 10W - 3000K - 850 LMS - AC120-240V 50/60Hz;106,63
NUR PLATA CROMO;5001;Pie De Salón LED Dimable;Plata Cromo;LED 20W - 3000K - 1800 LMS - AC220-240V 50/60Hz;276,71
NUR PLATA CROMO;5002;Plafón LED ;Plata Cromo;LED 50W - 3000K - 3900 LMS - AC100-240V 50/60Hz;290,21
NUR PLATA CROMO;5003;Plafón LED ;Plata Cromo;LED 80W - 3000K - 6200 LMS - 100-240V~50/60Hz;448,81
NUR PLATA CROMO;5820;Plafón LED  Dimable;Plata Cromo;LED 50W - 3000K - 3900 LMS - AC220-240V 50/60Hz;307,09
NUR PLATA CROMO;5821;Plafón LED  Dimable;Plata Cromo;LED 80W - 3000K - 6200 LMS - 220-240V~50/60Hz;492,68
OAKLEY;4900;***DES***Lámpara LED ;Cromo;LED 80W - 3000K - 6400 LMS - 100-240V~50/60Hz;550,17
OLIMPIA CROMO;6590;Plafón LED;Cromo;LED 42W - 3000K - 3150 LMS - 100-240V~50/60Hz;344,00
OLIMPIA CROMO;6591;Plafón LED;Cromo;LED 36W - 3000K - 2700 LMS - 220-240V~50/60Hz;292,00
OLIMPIA CROMO;6592;Plafón LED;Cromo;LED 30W - 3000K - 2250 LMS - 220-240V~50/60Hz;248,00
OLIMPIA CROMO;6593;Plafón LED;Cromo;LED 25W - 3000K - 1875 LMS - 220-240V~50/60Hz;210,00
OLIMPIA CROMO;6594;Plafón LED;Cromo;LED 20W - 3000K - 1500 LMS - 220-240V~50/60Hz;164,00
OLIMPIA CROMO;6595;Aplique LED;Cromo;LED 8W - 3000K - 600 LMS - 220-240V~50/60Hz;106,00
OLIMPIA CROMO;6596;Sobremesa LED;Cromo;LED 8W - 3000K - 600 LMS - 100-240V~50/60Hz;116,00
OLIMPIA CROMO;6597;Pie De Salón LED;Cromo;LED 12W - 3000K - 900 LMS - 100-240V~50/60Hz;228,00
OLIMPIA ORO SATINADO;6580;Plafón LED;Oro Satinado;LED 42W - 3000K - 3150 LMS - 100-240V~50/60Hz;374,00
OLIMPIA ORO SATINADO;6581;Plafón LED;Oro Satinado;LED 36W - 3000K - 2700 LMS - 220-240V~50/60Hz;320,00
OLIMPIA ORO SATINADO;6582;Plafón LED;Oro Satinado;LED 30W - 3000K - 2250 LMS - 220-240V~50/60Hz;276,00
OLIMPIA ORO SATINADO;6583;Plafón LED;Oro Satinado;LED 25W - 3000K - 1875 LMS - 220-240V~50/60Hz;230,00
OLIMPIA ORO SATINADO;6584;Plafón LED;Oro Satinado;LED 20W - 3000K - 1500 LMS - 220-240V~50/60Hz;184,00
OLIMPIA ORO SATINADO;6585;Aplique LED;Oro Satinado;LED 8W - 3000K - 600 LMS - 220-240V~50/60Hz;112,00
OLIMPIA ORO SATINADO;6586;Sobremesa LED;Oro Satinado;LED 8W - 3000K - 600 LMS - 100-240V~50/60Hz;122,00
OLIMPIA ORO SATINADO;6587;Pie De Salón LED;Oro Satinado;LED 12W - 3000K - 900 LMS - 100-240V~50/60Hz;256,00
ONDAS;5878;Plafón & Altavoz LED  CR.;Blanco;LED 60W - 2200K-6500K - 4200 LMS - 220-240V~50/60Hz;152,76
OPERA;6235;Plafón LED  CR.;Blanco;LED 24W - 3000K-6000K - 1680 LMS - 220-240V~50/60Hz;103,24
OPERA;6236;Plafón LED  CR.;Blanco;LED 40W - 3000K-6000K - 2800 LMS - 220-240V~50/60Hz;145,02
ORA;1540;***DES***Lámpara ;Lacado Blanco;6 x E27 (No Incl.);321,75
ORA;1542;***DES***Lámpara ;Lacado Blanco;8 x E27 (No Incl.);430,95
ORA;1547;***DES***Aplique ;Lacado Blanco;1 x E27 (No Incl.);95,55
ORBITAL;5740;***DES***Lámpara LED  CR.;Blanco;LED 130W - 3000K - 4250 LMS - 220-240V~50/60Hz;602,55
ORBITAL;5741;***DES***Lámpara LED  CR.;Blanco;LED 90W - 3000K - 3250 LMS - 220-240V~50/60Hz;497,25
ORBITAL;5742;***DES***Lámpara LED  CR.;Blanco;LED 54W - 3000K - 2000 LMS - 220-240V~50/60Hz;302,25
ORBITAL;5746;***DES***Plafón LED ;Blanco;LED 40W - 3000K - 1510 LMS - 100-240V~50/60Hz;206,70
ORBITAL;5747;***DES***Sobremesa LED ;Blanco;LED 12W - 3000K - 660 LMS - 220-240V~50/60Hz;144,30
ORGANICA;5140;Lámpara ;Cromo Blanco;3 x E27 (No Incl.);384,43
ORGANICA;5141;Lámpara ;Cromo Blanco;3 x E27 (No Incl.);363,54
ORGANICA;5142;Plafón ;Blanco;3 x E27 (No Incl.);356,57
ORGANICA;5143;Plafón ;Cromo Blanco;1 x E27 (No Incl.);128,14
ORGANICA;5144;Lámpara ;Cromo Blanco;1 x E27 (No Incl.);131,64
ORGANICA;5145;Lámpara ;Cromo Blanco;3 x E27 (No Incl.);365,63
ORGANICA;5146;Sobremesa ;Blanco;3 x E27 (No Incl.);369,80
ORGANICA;5147;Sobremesa ;Cromo Blanco;1 x E27 (No Incl.);128,14
ORION;7305;Lámpara LED;Negro+Cuero;LED 8W - 3000K - 590 LMS - 220-240V~50/60Hz;82,78
ORION;7306;Lámpara LED;Negro+Cuero;LED 16W - 3000K - 1180 LMS - 220-240V~50/60Hz;152,52
ORION;7307;Lámpara LED;Negro+Cuero;LED 32W - 3000K - 1770 LMS - 220-240V~50/60Hz;287,38
ORION;7308;Blocacables;Negro;;1,76
OUTDOOR PARTS;TU0492;Piqueta 16cm;Negro;;2,98
OUTDOOR PARTS;TU0494;DISCO PARA SUELO;Negro;;2,40
OUTDOOR PARTS;TU0652;Piqueta 21cm;Negro;;3,58
OUTDOOR PARTS;TU0653;Piqueta 26cm;Negro;;4,80
OUTDOOR PARTS;TU0662;CONEXIÓN IP68 3 POLOS;Negro;;3,50
OUTDOOR PARTS;TU0663;CONEXIÓN IP68 16/5000 POLE T-SPLITTER;Negro;;7,90
PAOLA DORADA;3540;Lámpara ;Pintura Dorada;6 x E14 (No Incl.);245,70
PAOLA DORADA;3541;Lámpara ;Pintura Dorada;6 x E14 (No Incl.);222,30
PAOLA DORADA;3542;Lámpara ;Pintura Dorada;3 x E14 (No Incl.);173,55
PAOLA DORADA;3543;Pie De Salón ;Pintura Dorada;1 x E27 (No Incl.);234,00
PAOLA DORADA;3545;Sobremesa ;Pintura Dorada;1 x E14 (No Incl.);68,24
PAOLA DORADA;3546;Sobremesa ;Pintura Dorada;2 x E14 (No Incl.);89,70
PAOLA DORADA;3547;Aplique ;Pintura Dorada;2 x E14 (No Incl.);58,50
PAOLA DORADA;3548;Aplique ;Pintura Dorada;1 x E14 (No Incl.);35,10
PAOLA DORADA;6205;Lámpara ;Pintura Dorada;8 x E14 (No Incl.);358,78
PAOLA DORADA;6206;Lámpara ;Pintura Dorada;5 x E14 (No Incl.);231,76
PAOLA PLATEADA;3530;Lámpara ;Pintura Plateada;6 x E14 (No Incl.);245,70
PAOLA PLATEADA;3531;Lámpara ;Pintura Plateada;6 x E14 (No Incl.);222,30
PAOLA PLATEADA;3532;Lámpara ;Pintura Plateada;3 x E14 (No Incl.);173,55
PAOLA PLATEADA;3533;Pie De Salón ;Pintura Plateada;1 x E27 (No Incl.);234,00
PAOLA PLATEADA;3535;Sobremesa ;Pintura Plateada;1 x E14 (No Incl.);68,24
PAOLA PLATEADA;3536;Sobremesa ;Pintura Plateada;2 x E14 (No Incl.);89,70
PAOLA PLATEADA;3537;Aplique ;Pintura Plateada;2 x E14 (No Incl.);58,50
PAOLA PLATEADA;3538;Aplique ;Pintura Plateada;1 x E14 (No Incl.);35,10
PAOLA PLATEADA;6207;Lámpara ;Pintura Plateada;8 x E14 (No Incl.);358,78
PAOLA PLATEADA;6208;Lámpara ;Pintura Plateada;5 x E14 (No Incl.);231,76
PARACURU;6380;Aplique LED ;Cromo;LED 8W - 3000K - 619 LMS - AC 175-265V 50/60Hz;60,20
PARACURU;6381;Aplique LED ;Cromo;LED 12W - 3000K - 908 LMS - AC 175-265V 50/60Hz;64,40
PARACURU;6382;Aplique LED ;Cuero;LED 8W - 3000K - 619 LMS - AC 175-265V 50/60Hz;59,90
PARACURU;6383;Aplique LED ;Cuero;LED 12W - 3000K - 908 LMS - AC 175-265V 50/60Hz;64,60
PARACURU;6384;Aplique LED ;Cromo;LED 18W - 3000K - 1257 LMS - AC 175-265V 50/60Hz;105,20
PARACURU;6385;Aplique LED ;Cuero;LED 18W - 3000K - 1257 LMS - AC 175-265V 50/60Hz;105,80
PETACA;5490;Lámpara LED ;Blanco Mate;LED 40W - 3000K - 2080 LMS - AC220-240V 50/60Hz;184,46
PETACA;5491;Aplique LED ;Blanco Mate;LED 12W - 3000K - 624 LMS - AC220-240V 50/60Hz;74,46
PETACA;5511;Aplique LED ;Blanco;LED 8W - 3000K - 480 LMS - 220-240V~50/60Hz;77,85
PETACA;5512;Plafón LED ;Blanco;LED 47W - 3000K - 2850 LMS - 100-250V~50/60Hz;209,85
PETACA;6043;Aplique LED ;Blanco Mate;LED 16W - 3000K - 1350 LMS - 220-240V~50/60Hz;77,88
PHUKET;4942;***DES***Pie De Salón LED Dim;Blanco Madera;LED 21+7W - 3000K - 2100+700 LMS - 100-240V~50/60Hz;324,17
PHUKET;4945;***DES***Pie De Salón LED Dim;Cuero;LED 7W - 3000K - 600 LMS - 100-240V~50/60Hz;163,33
PHUKET;4948;***DES***Sobremesa LED Dim;Níquel Satinado;LED 7W - 3000K - 600 LMS - 100-240V~50/60Hz;113,78
PHUKET;4950;***DES***Sobremesa LED Dim;Blanco Madera;LED 7W - 3000K - 600 LMS - 100-240V~50/60Hz;112,34
PLANET;7150;Lámpara LED 40W 3000K;Blanco;LED 40W - 3000K - 1800 LMS - AC 220-240V 50/60Hz;158,20
PLANET;7151;Lámpara LED;Blanco;LED 80W - 3000K - 3900 LMS - AC 220-240V 50/60Hz;262,14
PLANET;7152;Lámpara LED;Blanco;LED 40W - 3000K - 1800 LMS - AC 220-240V 50/60Hz;166,78
POLAR;7240;Aplique LED 6W 3000K;Blanco;LED 6W - 3000K - 540 LMS - 220-240V~50/60Hz;49,90
POLAR;7241;Aplique LED 6W 3000K;Negro;LED 6W - 3000K - 540 LMS - 220-240V~50/60Hz;49,90
POLINESIA;7130;Lámpara E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);240,22
POLINESIA;7131;Lámpara E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);151,08
POLINESIA;7132;Lámpara E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);130,44
POLINESIA;7133;Aplique E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);135,68
POLINESIA;7134;Sobremesa E27 1 Luz;Beige Oscu;1 x E27 (No Incl.);135,18
POLINESIA;7135;Sobremesa LED IP44;Beige Oscu;LED 2W - 3000K - 170 LMS - 5V/1A;146,70
POLINESIA;7136;Sobremesa E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);337,60
POLINESIA;7137;Sobremesa  E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);169,40
POLINESIA;7138;Pie De Salón E27 1 Luz IP44;Beige Oscu;1 x E27 (No Incl.);225,06
PREA;6075;Aplique Lector LED ;Blanco Mate;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;39,80
PREA;6076;Aplique Lector LED ;Níquel Satinado;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;41,90
PREA;6077;Aplique Lector LED ;Cuero;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;45,80
QUAD;6455;Plafón LED Cuadrado  CR.;Blanco;LED 50W - 3000K-6000K - 3200 LMS - AC220-240V 50/60Hz;153,22
QUATRO;3764;***DES***Plafón LED ;Blanco;LED 28W -  - 2800 LMS - 220-240V~50/60Hz;107,25
QUATRO CONTROL REMOTO;4870;***DES***Plafón LED  CR.;Blanco;LED 60W - 3000K-6500K - 3800 LMS - 220-240V~50/60Hz;207,58
QUATRO II;6240;Plafón LED ;Blanco;LED 30W - 3000K - 1800 LMS - 220-240V~50/60Hz;29,20
QUATRO II;6241;Plafón LED;Blanco;LED 45W - 3000K - 2800 LMS - 220-240V~50/60Hz;38,19
QUATRO II;6242;Plafón LED ;Blanco;LED 60W - 3000K - 3800 LMS - 220-240V~50/60Hz;58,42
QUATRO II;6243;Plafón LED ;Blanco;LED 30W - 5000K - 2000 LMS - 220-240V~50/60Hz;29,20
QUATRO II;6244;Plafón LED ;Blanco;LED 45W - 5000K - 3000 LMS - 220-240V~50/60Hz;38,19
QUATRO II;6245;Plafón LED ;Blanco;LED 60W - 5000K - 4000 LMS - 220-240V~50/60Hz;58,42
READING;5670;***DES***Sobremesa LED Dim.;Blanco;LED 3.2W -  - 120 LMS - 100-240V~50/60Hz;35,37
READING;5672;***DES***Sobremesa LED Dim;Blanco;LED 6W - 2700K-5500K - 170 LMS - 100-240V~50/60Hz;39,84
READING;5674;***DES***Sobremesa LED Dim.;Blanco & Gris;LED 12W - 6000K - 550 LMS - 100-240V~50/60Hz;57,72
READING;5675;***DES***Cargador Usb / Driver ;Blanco;;7,23
REEF;3692;Plafón LED  CR.;Cromo+blanco;LED 60W - 2200K-6500K - 4200 LMS - 220-240V~50/60Hz;137,86
REEF;5933;Plafón LED  CR.;Cromo+blanco;LED 48W - 2200K-6500K - 3500 LMS - 220-240V~50/60Hz;107,25
RING;6170;Lámpara LED ;Blanco Mate;LED 23W - 3000K - 1600 LMS - 100-250V~50/60Hz;224,71
RING;6171;Lámpara LED ;Bronce;LED 23W - 3000K - 1600 LMS - 100-250V~50/60Hz;224,71
RING;6172;Lámpara LED ;Plata;LED 23W - 3000K - 1600 LMS - 100-250V~50/60Hz;224,71
RODAS;6470;Aplique LED  IP65;Gris Oscuro;LED 10W - 3000K - 700 LMS - 100-240V~50/60Hz;111,40
ROMBOS;5880;***DES***Plafón LED  CR. Cuadrado;Blanco;LED 40W - 3000K-6500K - 3100 LMS - 220-240V~50/60Hz;175,50
ROMBOS;5881;***DES***Plafón LED  CR. Rectangular;Blanco;LED 60W - 3000K-6500K - 4500 LMS - 220-240V~50/60Hz;234,00
RUKA;6770;Aplique exterior LED IP54;Gris Oscuro;LED 13W - 3000K - 850 LMS - 100-240V~50/60Hz;101,90
RUKA;6771;Sobremuro exterior LED IP54;Gris Oscuro;LED 13W - 3000K - 850 LMS - 100-240V~50/60Hz;114,80
RUKA;6772;Baliza exterior LED IP54;Gris Oscuro;LED 13W - 3000K - 850 LMS - 100-240V~50/60Hz;127,60
RUKA;6773;Baliza exterior LED IP54;Gris Oscuro;LED 13W - 3000K - 850 LMS - 100-240V~50/60Hz;148,40
RUKA;6774;Aplique SENSOR exterior IP54;Gris Oscuro;LED 15W - 3000K - 900 LMS - 100-240V~50/60Hz;114,80
SABINA;6175;Lámpara ;Imitacion madera;5 x E27 (No Incl.);449,32
SABINA;6176;Lámpara ;Imitacion madera;3 x E27 (No Incl.);266,89
SABINA;6177;Lámpara ;Imitacion madera;2 x E27 (No Incl.);182,43
SABINA;6178;Colgante  - Grande;Imitacion madera;1 x E27 (No Incl.);167,57
SABINA;6179;Colgante  - Pequeño;Imitacion madera;1 x E27 (No Incl.);125,78
SABINA;6180;Aplique ;Imitacion madera;1 x E27 (No Incl.);93,24
SABINA;6181;Sobremesa ;Imitacion madera;1 x E27 (No Incl.);96,62
SABINA;6182;Pie De Salón ;Imitacion madera;1 x E27 (No Incl.);290,55
SABINA;6410;Colgante  - Pequeño;Imitacion madera;1 x E27 (No Incl.);120,27
SABINA;6411;Plafón ;Marrón;9 x E27 (No Incl.);234,46
SABINA;6412;Plafón ;Marrón;5 x E27 (No Incl.);124,32
SABINA;6413;Plafón ;Marrón;3 x E27 (No Incl.);72,98
SABINA;6414;Plafón ;Marrón;2 x E27 (No Incl.);46,62
SAHARA FORJA;5400;Lámpara LED ;Forja;LED 36W - 2800K - 2520 LMS - 220-240V~50/60Hz;260,96
SAHARA FORJA;5401;Pie De Salón LED Dimable;Forja;LED 20W - 2800K - 1470 LMS - 220-240V~50/60Hz;236,20
SAHARA FORJA;5402;Sobremesa LED ;Forja;LED 6W - 2800K - 420 LMS - 220-240V~50/60Hz;89,76
SAHARA FORJA;5403;Aplique LED ;Forja;LED 6W - 2800K - 420 LMS - AC220-240V 50/60Hz;72,21
SAHARA FORJA;5801;Lámpara LED ;Forja;LED 42W - 2800K - 3400 LMS - 100-240V~50/60Hz;259,84
SAHARA FORJA;5802;Pie De Salón LED Dimable;Forja;LED 28W - 2800K - 2200 LMS - AC220-240V 50/60Hz;293,58
SAHARA FORJA;5816;Aplique LED Touch Dim.;Forja;LED 6W - 2800K - 420 LMS - 100-240V~50/60Hz;93,81
SAHARA FORJA;5817;Lámpara LED  Dimable;Forja;LED 36W - 2800K - 2520 LMS - 220-240V~50/60Hz;241,61
SAHARA FORJA;5818;Lámpara LED Dimable;Forja;LED 42W - 2800K - 3400 LMS - AC220-240V 50/60Hz;286,17
SAHARA LINE;6612;Lámpara LED ;Cromo / Blanco;LED 40W - 3000K - 3000 LMS - 220-240V~50/60Hz;324,46
SAHARA PLATA CROMO;4860;Lámpara LED ;Plata Cromo;LED 36W - 3000K - 2520 LMS - AC220-240V 50/60Hz;226,09
SAHARA PLATA CROMO;4861;Pie De Salón LED Dimable;Plata Cromo;LED 20W - 3000K - 1470 LMS - 220-240V~50/60Hz;232,84
SAHARA PLATA CROMO;4862;Sobremesa LED ;Plata Cromo;LED 6W - 3000K - 420 LMS - 220-240V~50/60Hz;91,11
SAHARA PLATA CROMO;4863;Aplique LED ;Plata Cromo;LED 6W - 3000K - 420 LMS - AC220-240V 50/60Hz;80,99
SAHARA PLATA CROMO;4864;Lámpara LED Dimable;Plata Cromo;LED 36W - 3000K - 2520 LMS - 220-240V~50/60Hz;253,10
SAHARA PLATA CROMO;4865;Lámpara LED ;Plata Cromo;LED 42W - 3000K - 3400 LMS - 100-240V~50/60Hz;273,33
SAHARA PLATA CROMO;4866;Pie De Salón LED Dimable;Plata Cromo;LED 28W - 3000K - 2200 LMS - AC220-240V 50/60Hz;296,95
SAHARA PLATA CROMO;4867;Aplique LED  Touch Dimmer;Plata Cromo;LED 6W - 3000K - 420 LMS - 100-240V~50/60Hz;100,56
SAHARA PLATA CROMO;5815;Lámpara LED  Dimable;Plata Cromo;LED 42W - 3000K - 3400 LMS - 220-240V~50/60Hz;298,98
SAL BLANCO;6280;Foco ;Blanco Mate;4 x GU10 (No Incl.);78,22
SAL BLANCO;6281;Foco ;Blanco Mate;3 x GU10 (No Incl.);57,23
SAL BLANCO;6282;Foco ;Blanco Mate;2 x GU10 (No Incl.);38,64
SAL BLANCO;6283;Foco ;Blanco Mate;1 x GU10 (No Incl.);17,11
SAL BLANCO;6284;Aplique ;Blanco Mate;1 x GU10 (No Incl.);22,79
SAL BLANCO;6717;Foco ;Blanco Mate;1 x GU10 (No Incl.);26,32
SAL NEGRO;6710;Foco ;Negro Mate;4 x GU10 (No Incl.);78,22
SAL NEGRO;6711;Foco ;Negro Mate;3 x GU10 (No Incl.);57,23
SAL NEGRO;6712;Foco ;Negro Mate;2 x GU10 (No Incl.);38,64
SAL NEGRO;6713;Foco ;Negro Mate;1 x GU10 (No Incl.);17,11
SAL NEGRO;6714;Aplique ;Negro Mate;1 x GU10 (No Incl.);22,79
SAL NEGRO;6718;Foco ;Negro Mate;1 x GU10 (No Incl.);26,32
SANTORINI;6452;Plafón LED Redondo CR. Peq.;Plata+Cristal;LED 24W - 3000K-6000K - 1680 LMS - 220-240V~50/60Hz;152,30
SANTORINI;6453;Plafón LED Redondo CR. Gr.;Plata+Cristal;LED 36W - 3000K-6000K - 2400 LMS - 220-240V~50/60Hz;197,67
SAONA;C0180;Empotrable LED ;Blanco Mate;LED 6W - 4000K - 540 LMS - AC 220-240V 50/60Hz;11,80
SAONA;C0181;Empotrable LED ;Blanco Mate;LED 12W - 4000K - 1080 LMS - AC 220-240V 50/60Hz;16,40
SAONA;C0182;Empotrable LED ;Blanco Mate;LED 18W - 4000K - 1620 LMS - AC 220-240V 50/60Hz;22,90
SAONA;C0183;Empotrable LED ;Blanco Mate;LED 24W - 4000K - 2200 LMS - AC 220-240V 50/60Hz;29,10
SAONA;C0184;Empotrable LED ;Blanco Mate;LED 6W - 3000K - 520 LMS - AC 220-240V 50/60Hz;11,80
SAONA;C0185;Empotrable LED ;Blanco Mate;LED 12W - 3000K - 990 LMS - AC 220-240V 50/60Hz;16,40
SAONA;C0186;Empotrable LED ;Blanco Mate;LED 18W - 3000K - 1580 LMS - AC 220-240V 50/60Hz;22,90
SAONA;C0187;Empotrable LED ;Blanco Mate;LED 24W - 3000K - 2090 LMS - AC 220-240V 50/60Hz;29,10
SAONA;C0190;Empotrable LED ;Blanco Mate;LED 6W - 4000K - 540 LMS - AC 220-240V 50/60Hz;12,40
SAONA;C0191;Empotrable LED ;Blanco Mate;LED 12W - 4000K - 1080 LMS - AC 220-240V 50/60Hz;16,70
SAONA;C0192;Empotrable LED ;Blanco Mate;LED 18W - 4000K - 1620 LMS - AC 220-240V 50/60Hz;23,50
SAONA;C0193;Empotrable LED ;Blanco Mate;LED 24W - 4000K - 2200 LMS - AC 220-240V 50/60Hz;29,80
SAONA;C0194;Empotrable LED ;Blanco Mate;LED 6W - 3000K - 520 LMS - AC 220-240V 50/60Hz;12,40
SAONA;C0195;Empotrable LED ;Blanco Mate;LED 12W - 3000K - 990 LMS - AC 220-240V 50/60Hz;16,70
SAONA;C0196;Empotrable LED ;Blanco Mate;LED 18W - 3000K - 1590 LMS - AC 220-240V 50/60Hz;23,50
SAONA;C0197;Empotrable LED ;Blanco Mate;LED 24W - 3000K - 2090 LMS - AC 220-240V 50/60Hz;29,80
SAONA SUPERFICIE;6620;Plafon LED  Redondo;Blanco Mate;LED 8W - 3000K - 680 LMS - 220-240V~50/60Hz;17,04
SAONA SUPERFICIE;6621;Plafon LED  Redondo;Blanco Mate;LED 8W - 4000K - 720 LMS - 220-240V~50/60Hz;17,04
SAONA SUPERFICIE;6622;Plafon LED  Redondo;Blanco Mate;LED 14W - 3000K - 1190 LMS - 220-240V~50/60Hz;24,30
SAONA SUPERFICIE;6623;Plafon LED  Redondo;Blanco Mate;LED 14W - 4000K - 1260 LMS - 220-240V~50/60Hz;24,30
SAONA SUPERFICIE;6624;Plafon LED  Redondo;Blanco Mate;LED 24W - 3000K - 2040 LMS - 220-240V~50/60Hz;33,26
SAONA SUPERFICIE;6625;Plafon LED  Redondo;Blanco Mate;LED 24W - 4000K - 2160 LMS - 220-240V~50/60Hz;33,26
SAONA SUPERFICIE;6626;Plafon LED  Redondo;Blanco Mate;LED 30W - 3000K - 2550 LMS - 220-240V~50/60Hz;44,36
SAONA SUPERFICIE;6627;Plafon LED  Redondo;Blanco Mate;LED 30W - 4000K - 2700 LMS - 220-240V~50/60Hz;44,36
SAONA SUPERFICIE;6628;Plafon LED  Cuadrado;Blanco Mate;LED 8W - 3000K - 680 LMS - 220-240V~50/60Hz;18,10
SAONA SUPERFICIE;6629;Plafon LED  Cuadrado;Blanco Mate;LED 8W - 4000K - 720 LMS - 220-240V~50/60Hz;18,10
SAONA SUPERFICIE;6630;Plafon LED  Cuadrado;Blanco Mate;LED 14W - 3000K - 1190 LMS - 220-240V~50/60Hz;25,58
SAONA SUPERFICIE;6631;Plafon LED  Cuadrado;Blanco Mate;LED 14W - 4000K - 1260 LMS - 220-240V~50/60Hz;25,58
SAONA SUPERFICIE;6632;Plafon LED  Cuadrado;Blanco Mate;LED 24W - 3000K - 2040 LMS - 220-240V~50/60Hz;35,82
SAONA SUPERFICIE;6633;Plafon LED  Cuadrado;Blanco Mate;LED 24W - 4000K - 2160 LMS - 220-240V~50/60Hz;35,82
SAONA SUPERFICIE;6634;Plafon LED  Cuadrado;Blanco Mate;LED 30W - 3000K - 2550 LMS - 220-240V~50/60Hz;47,34
SAONA SUPERFICIE;6635;Plafon LED  Cuadrado;Blanco Mate;LED 30W - 4000K - 2700 LMS - 220-240V~50/60Hz;47,34
SAPPORO;7090;Linterna Portatil exterior IP54;Grafito;LED 3W - 3000K - 238 LMS - DC 3.7V;120,06
SAPPORO;7091;Linterna Portatil exterior  IP54;Blanco;LED 3W - 3000K - 238 LMS - DC 3.7V;120,06
SAPPORO;7092;Linterna Portatil exterior IP54;Grafito;LED 3W - 3000K - 238 LMS - DC 3.7V;124,34
SAPPORO;7093;Linterna Portatil exterior IP54;Blanco;LED 3W - 3000K - 238 LMS - DC 3.7V;124,34
SISLEY;5087;Aplique LED 12W 4000K IP44;Plata Cromo;LED 12W - 4000K - 840 LMS - 100-240V~50/60Hz;95,17
SOCHI;6530;Aplique exterior LED  IP54;Gris Oscuro;LED 6W - 3000K - 660 LMS - 220-240V~50/60Hz;49,40
SOCHI;6531;Aplique exterior LED  IP54;Arena Blanco;LED 6W - 3000K - 660 LMS - 220-240V~50/60Hz;49,40
SOL;5123;Aplique LED ;Aluminio Acrilico;LED 4W - 4000K - 360 LMS - AC220-240V 50/60Hz;44,70
SOL;5124;Aplique LED ;Aluminio Acrilico;LED 4W - 4000K - 360 LMS - AC220-240V 50/60Hz;45,90
SOL;5125;Aplique LED ;Aluminio Acrilico;LED 6W - 4000K - 540 LMS - AC220-240V 50/60Hz;50,90
SOLDEN;7070;Aplique exterior LED  IP65;Gris Oscuro;LED 9W - 3000K - 773 LMS - 100-240V~50/60Hz;53,90
SOLDEN;7071;Aplique exterior LED  IP65;Blanco;LED 9W - 3000K - 773 LMS - 100-240V~50/60Hz;53,90
SOLDEN;7072;Aplique exterior LED  IP65;Gris Oscuro;LED 9W - 3000K - 762 LMS - 100-240V~50/60Hz;53,90
SOLDEN;7073;Aplique exterior LED  IP65;Blanco;LED 9W - 3000K - 762 LMS - 100-240V~50/60Hz;53,90
SONATA;6690;Colgante  - Grande;Bronce;1 x E27 (No Incl.);182,22
SONATA;6691;Colgante  - Grande;Cromo/Grafito;1 x E27 (No Incl.);173,10
SONATA;6692;Colgante  - Grande;Cobre;1 x E27 (No Incl.);197,62
SONATA;6693;Colgante  - Mediano;Bronce;1 x E27 (No Incl.);138,76
SONATA;6694;Colgante  - Mediano;Cromo/Grafito;1 x E27 (No Incl.);130,36
SONATA;6695;Colgante  - Mediano;Cobre;1 x E27 (No Incl.);148,58
SONATA;6696;Colgante  - Pequeño;Bronce;1 x E27 (No Incl.);92,50
SONATA;6697;Colgante  - Pequeño;Cromo/Grafito;1 x E27 (No Incl.);86,20
