Familia;Referencia;Descripción;Acabado;Fuente de luz; Precio
CORINTO;6109;Sobremesa LED  Touch Dimmer;Plata-Cromo;LED 12W - 3000K - 960 LMS - 220-240V~50/60Hz;130,82
CORINTO;6110;Sobremesa LED Touch Dimmer;Plata-Cromo;LED 18W - 3000K - 1440 LMS - 220-240V~50/60Hz;174,12
CRYSTAL BRONCE;4614;***DES***Lámpara ;Cristal Bronce;1 x E27 (No Incl.);234,00
CRYSTAL BRONCE;4615;***DES***Lámpara ;Cristal Bronce;1 x E27 (No Incl.);120,90
CRYSTAL BRONCE;4616;***DES***Lámpara ;Cristal Bronce;1 x G4 ;62,40
CRYSTAL LED;4570;***DES***Plafón LED ;Cromo;LED 18W - 4000K - 1800 LMS - 220-240V~50/60Hz;212,55
CRYSTAL LED;4572;***DES***Plafón LED ;Cromo;LED 44W - 4000K - 4400 LMS - 100-240V~50/60Hz;466,05
CRYSTAL LED;4576;***DES***Plafón LED ;Cromo;LED 44W - 4000K - 4400 LMS - 100-240V~50/60Hz;405,60
CRYSTAL LED G9 BALLS;4600;***DES***Lámpara ;Cromo;3 x G9 (No Incl.);107,25
CRYSTAL LED G9 BALLS;4601;***DES***Lámpara ;Cromo;5 x G9 (No Incl.);177,45
CRYSTAL LED G9 BALLS;4603;***DES***Lámpara ;Cromo;9 x G9 (No Incl.);959,40
CRYSTAL LED G9 BALLS;4604;***DES***Lámpara;Cromo;18 x G9 (No Incl.);2207,40
CRYSTAL LED G9 BALLS;4610;***DES***Plafón ;Cromo;9 x G9 (No Incl.);313,95
CRYSTAL LED MIRROR;4580;Plafón LED ;Cromo;LED 12W - 4000K - 1200 LMS - AC 100-250V 50/60Hz;62,74
CRYSTAL LED MIRROR;4581;Plafón LED ;Cromo;LED 18W - 4000K - 1800 LMS - AC 100-250V 50/60Hz;98,82
CRYSTAL LED MIRROR;4582;Plafón LED ;Cromo;LED 21W - 4000K - 2100 LMS - AC 100-250V 50/60Hz;133,20
CRYSTAL LED MIRROR;5090;Plafón LED ;Cromo;LED 12W - 4000K - 1200 LMS - AC 100-250V 50/60Hz;58,00
CRYSTAL LED MIRROR;5091;Plafón LED ;Cromo;LED 18W - 4000K - 1800 LMS - AC 100-250V 50/60Hz;94,10
CRYSTAL LED MIRROR;5092;Plafón LED ;Cromo;LED 21W - 4000K - 2100 LMS - AC 100-250V 50/60Hz;134,92
CUADRAX CROMO C. OPTICO;960;Plafón 6 Luces;Cromo;6 x G9 ;157,95
CUADRAX CROMO C. OPTICO;961;Plafón 8 Luces;Cromo;8 x G9 ;198,90
CUADRAX CROMO C. OPTICO;962;Aplique 1 Luz;Cromo;1 x G9 ;29,25
CUADRAX CROMO C. OPTICO;963;Aplique 2 Luces;Cromo;2 x G9 ;48,75
CUADRAX CROMO C. OPTICO;964;Sobremesa 1 Luz;Cromo;1 x G9 ;48,75
CUADRAX CROMO C. OPTICO;965;Lámpara 6 Luces;Cromo;6 x G9 ;165,75
CUADRAX CROMO C. OPTICO;966;Lámpara 8 Luces;Cromo;8 x G9 ;214,50
CUADRAX CROMO C. OPTICO;967;Plafón 4 Luces;Cromo;4 x G9 ;126,75
CUADRAX CROMO CRISTAL;950;Plafón 6 Luces;Cromo;6 x G9 ;136,50
CUADRAX CROMO CRISTAL;951;Plafón 8 Luces;Cromo;8 x G9 ;177,45
CUADRAX CROMO CRISTAL;952;Aplique 1 Luz;Cromo;1 x G9 ;27,30
CUADRAX CROMO CRISTAL;953;Aplique 2 Luces;Cromo;2 x G9 ;44,85
CUADRAX CROMO CRISTAL;954;Sobremesa 1 Luz;Cromo;1 x G9 ;46,80
CUADRAX CROMO CRISTAL;955;Lámpara 6 Luces;Cromo;6 x G9 ;156,01
CUADRAX CROMO CRISTAL;956;Lámpara 8 Luces;Cromo;8 x G9 ;187,20
CUADRAX CROMO CRISTAL;957;Plafón 4 Luces;Cromo;4 x G9 ;107,25
CUADRAX CUERO C. OPTICO;1100;Plafón 6 Luces;Cuero;6 x G9 ;163,80
CUADRAX CUERO C. OPTICO;1101;Plafón 8 Luces;Cuero;8 x G9 ;210,60
CUADRAX CUERO C. OPTICO;1102;Aplique 1 Luz;Cuero;1 x G9 ;31,21
CUADRAX CUERO C. OPTICO;1103;Aplique 2 Luces;Cuero;2 x G9 ;50,70
CUADRAX CUERO C. OPTICO;1104;Sobremesa 1 Luz;Cuero;1 x G9 ;50,70
CUADRAX CUERO C. OPTICO;1105;Lámpara 6 Luces;Cuero;6 x G9 ;179,39
CUADRAX CUERO C. OPTICO;1106;Lámpara 8 Luces;Cuero;8 x G9 ;230,11
CUADRAX CUERO C. OPTICO;1107;Plafón 4 Luces;Cuero;4 x G9 ;130,66
CUADRAX CUERO CRISTAL;990;Plafón 6 Luces;Cuero;6 x G9 ;150,15
CUADRAX CUERO CRISTAL;991;Plafón 8 Luces;Cuero;8 x G9 ;187,20
CUADRAX CUERO CRISTAL;992;Aplique 1 Luz;Cuero;1 x G9 ;27,30
CUADRAX CUERO CRISTAL;993;Aplique 2 Luces;Cuero;2 x G9 ;46,80
CUADRAX CUERO CRISTAL;994;Sobremesa 1 Luz;Cuero;1 x G9 ;48,75
CUADRAX CUERO CRISTAL;995;Lámpara 6 Luces;Cuero;6 x G9 ;161,85
CUADRAX CUERO CRISTAL;996;Lámpara 8 Luces;Cuero;8 x G9 ;198,90
CUADRAX CUERO CRISTAL;997;Plafón 4 Luces;Cuero;4 x G9 ;113,10
CUADRAX NÍQUEL SAT. C. OPTICO;1110;Plafón 6 Luces;Níquel Satinado;6 x G9 ;163,80
CUADRAX NÍQUEL SAT. C. OPTICO;1111;Plafón 8 Luces;Níquel Satinado;8 x G9 ;210,60
CUADRAX NÍQUEL SAT. C. OPTICO;1112;Aplique 1 Luz;Níquel Satinado;1 x G9 ;31,21
CUADRAX NÍQUEL SAT. C. OPTICO;1113;Aplique 2 Luces;Níquel Satinado;2 x G9 ;50,70
CUADRAX NÍQUEL SAT. C. OPTICO;1114;Sobremesa 1 Luz;Níquel Satinado;1 x G9 ;50,70
CUADRAX NÍQUEL SAT. C. OPTICO;1115;Lámpara 6 Luces;Níquel Satinado;6 x G9 ;179,39
CUADRAX NÍQUEL SAT. C. OPTICO;1116;Lámpara 8 Luces;Níquel Satinado;8 x G9 ;230,11
CUADRAX NÍQUEL SAT. C. OPTICO;1117;Plafón 4 Luces;Níquel Satinado;4 x G9 ;130,66
CUADRAX NÍQUEL SAT. CRISTAL;4023;Plafón 6 Luces;Níquel Satinado;6 x G9 ;150,15
CUADRAX NÍQUEL SAT. CRISTAL;4024;Plafón 8 Luces;Níquel Satinado;8 x G9 ;187,20
CUADRAX NÍQUEL SAT. CRISTAL;4029;Aplique 1 Luz;Níquel Satinado;1 x G9 ;27,30
CUADRAX NÍQUEL SAT. CRISTAL;4030;Aplique 2 Luces;Níquel Satinado;2 x G9 ;46,80
CUADRAX NÍQUEL SAT. CRISTAL;4031;Sobremesa 1 Luz;Níquel Satinado;1 x G9 ;48,75
CUADRAX NÍQUEL SAT. CRISTAL;4045;Lámpara 6 Luces;Níquel Satinado;6 x G9 ;161,85
CUADRAX NÍQUEL SAT. CRISTAL;4046;Lámpara 8 Luces;Níquel Satinado;8 x G9 ;198,90
CUADRAX NÍQUEL SAT. CRISTAL;4049;Plafón 4 Luces;Níquel Satinado;4 x G9 ;113,10
CUBA;7160;Lámpara LED;Oro/Negro;LED 32W - 3000K - 2400 LMS - 220-240V~50/60Hz;162,26
CUBA;7161;Lámpara LED;Oro/Negro;LED 32W - 3000K - 2400 LMS - 220-240V~50/60Hz;139,66
CUBA;7162;Plafón LED;Oro/Negro;LED 32W - 3000K - 2400 LMS - 220-240V~50/60Hz;146,90
CUBA;7163;Aplique LED;Oro/Negro;LED 8W - 3000K - 600 LMS - 100-250V~50/60Hz;49,26
CUBA;7164;Sobremesa LED;Oro/Negro;LED 8W - 3000K - 600 LMS - 100-240V~50/60Hz;76,38
CUBE;5592;***DES***Sobremesa Grande ;Blanco Mate;1 x E27 (No Incl.);94,77
CUBE;5593;***DES***Sobremesa Pequeño ;Blanco Mate;1 x E27 (No Incl.);81,24
CUMBUCO;5500;Plafón Redondo Pequeño;Blanco;LED 50W - 4200K - 3750 LMS - 100-250V~50/60Hz;131,50
CUMBUCO;5501;Plafón Rectangular Pequeño;Blanco;LED 50W - 4200K - 3750 LMS - 100-250V~50/60Hz;122,90
CUMBUCO;5502;Plafón Cuadrado Pequeño;Blanco;LED 35W - 4200K - 2625 LMS - 100-250V~50/60Hz;98,40
CUMBUCO;5503;Plafón Rectangular Grande;Blanco;LED 85W - 4200K - 6375 LMS - 100-250V~50/60Hz;194,80
CUMBUCO;5508;Plafón Redondo Grande;Blanco;LED 90W - 4200K - 6750 LMS - 100-250V~50/60Hz;218,20
CUMBUCO;5513;Plafón Cuadrado Grande;Blanco;LED 80W - 4200K - 6000 LMS - 100-250V~50/60Hz;177,00
CUMBUCO;5515;Kit Colgante ;Blanco;;22,10
CUMBUCO;5516;Kit Colgante ;Blanco;;22,10
CUMBUCO;5517;Kit Colgante ;Blanco;;30,60
CUMBUCO;6150;Plafón LED  Redondo Pequeño;Blanco;LED 50W - 3000K - 3500 LMS - 100-250V~50/60Hz;131,50
CUMBUCO;6151;Plafón LED Redondo Grande;Blanco;LED 90W - 3000K - 6400 LMS - 100-250V~50/60Hz;218,20
CUMBUCO;6152;Plafón LED Cuadrado Pequeño;Blanco;LED 35W - 3000K - 2350 LMS - 100-250V~50/60Hz;98,40
CUMBUCO;6153;Plafón LED  Cuadrado Grande;Blanco;LED 80W - 3000K - 5650 LMS - 100-250V~50/60Hz;177,00
CYCLE;6850;Aplique exterior LED  IP65;Gris Oscuro;LED 10W - 3000K - 800 LMS - 110-240V~ 50/60Hz;76,72
CYCLE;6851;Aplique exterior LED  IP65;Gris Oscuro;LED 12W - 3000K - 960 LMS - 110-240V~ 50/60Hz;88,36
DAKLA;6425;Aplique LED ;Blanco;LED 12W - 3000K - 725 LMS - 220-240V~50/60Hz;62,24
DAKLA;6426;Aplique LED ;Blanco;LED 18W - 3000K - 1090 LMS - 220-240V~50/60Hz;114,12
DAKLA;6427;Aplique LED ;Negra;LED 12W - 3000K - 725 LMS - 220-240V~50/60Hz;62,24
DAKLA;6428;Aplique LED ;Negra;LED 18W - 3000K - 1090 LMS - 220-240V~50/60Hz;114,12
DAVOS;6520;Aplique exterior LED  IP54;Gris Oscuro;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;38,60
DAVOS;6521;Aplique exterior LED  IP54;Arena Blanco;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;38,60
DAVOS;6522;Aplique exterior LED  IP54;Gris Oscuro;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;38,60
DAVOS;6523;Aplique exterior LED  IP54;Arena Blanco;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;38,60
DESTELLO;6255;***DES***Lámpara ;Crome;7 x G9 (No Incl.);259,62
DESTELLO;6256;***DES***Lámpara ;Crome;5 x G9 (No Incl.);327,74
DIAMANTE II;5935;Plafón LED ;Blanco;LED 54W - 3000K - 3900 LMS - 220-240V~50/60Hz;54,60
DIAMANTE II;5936;Plafón LED ;Blanco;LED 36W - 3000K - 2600 LMS - 220-240V~50/60Hz;33,15
DIAMANTE II;5970;Plafón LED;Blanco;LED 54W - 5000K - 4000 LMS - 220-240V~50/60Hz;54,60
DIAMANTE II;5971;Plafón LED;Blanco;LED 36W - 5000K - 2700 LMS - 220-240V~50/60Hz;33,15
DIAMANTE SMART;5973;Plafón LED ;Blanco;LED 80W - 3000K-5000K - 5200 LMS - 220-240V~50/60Hz;77,28
DIAMANTE SMART;5974;Plafón LED ;Blanco;LED 56W - 3000K-5000K - 4000 LMS - 220-240V~50/60Hz;60,06
DIAMANTE SMART;5975;Plafón LED ;Blanco;LED 40W - 3000K-5000K - 2600 LMS - 220-240V~50/60Hz;50,28
DISCOBOLO;4082;***DES***Lámpara LED ;Aluminio;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;419,02
DISCOBOLO;4087;***DES***Plafón LED ;Aluminio;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;411,96
DISCOBOLO;4088;***DES***Plafón LED ;Aluminio-Cromo;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;250,36
DISCOBOLO;4487;***DES***Plafón LED ;Negro;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;393,28
DISCOBOLO;4488;***DES***Plafón LED ;Negra;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;237,92
DISCOBOLO;4490;***DES***Lámpara LED ;Blanco;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;400,35
DISCOBOLO;4492;***DES***Plafón LED ;Blanco;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;237,92
DISCOBOLO;4493;***DES***Lámpara LED ;Madera;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;412,80
DISCOBOLO;4494;***DES***Plafón LED ;Madera;LED 36W - 3000K - 3240 LMS - 220-240V~50/60Hz;405,72
DISCOBOLO;4495;***DES***Plafón LED ;Madera;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;246,23
DURBAN;7175;Aplique LED ;Negro;LED 10W - 3000K - 780 LMS - AC100-250V 50/60Hz;48,50
DURBAN;7176;Aplique LED ;Negro;LED 20W - 3000K - 1550 LMS - AC100-250V 50/60Hz;67,06
DURBAN;7177;Aplique LED ;Negro;LED 30W - 3000K - 2300 LMS - AC220-240V 50/60Hz;81,24
DURBAN;7197;Aplique LED ;Blanco;LED 10W - 3000K - 780 LMS - AC100-250V 50/60Hz;48,50
DURBAN;7198;Aplique LED ;Blanco;LED 20W - 3000K - 1550 LMS - AC100-250V 50/60Hz;67,06
DURBAN;7199;Aplique LED ;Blanco;LED 30W - 3000K - 2300 LMS - AC220-240V 50/60Hz;81,24
EDGE SMART;5949;Plafón LED ;Blanco;LED 80W - 3000K-5000K - 4300 LMS - 220-240V~50/60Hz;86,12
EDGE SMART;5950;Plafón LED ;Blanco;LED 56W - 3000K-5000K - 3000 LMS - 220-240V~50/60Hz;72,16
EGG;1334;Plafón  IP44;Blanco;5 x E27 (No Incl.);191,58
EGG;1335;Plafón  IP44;Blanco;6 x E27 (No Incl.);255,20
EGG;1336;Plafón  IP44;Blanco;4 x E27 (No Incl.);155,62
EOS;1880;Lámpara ;Blanco;6 x E27 (No Incl.);230,00
EOS;1881;Plafón  IP44;Blanco;6 x E27 (No Incl.);152,00
EOS;1882;Plafón  IP44;Blanco;4 x E27 (No Incl.);122,00
EOS;1883;Lámpara ;Blanco;4 x E27 (No Incl.);158,00
EOS;1885;Aplique LED  IP44;Blanco;LED 3W - 3000K - 280 LMS - 220-240V~50/60Hz;70,00
EOS MUSIC;5874;Plafón & Altavoz  IP44;Blanco;4 x E27 (No Incl.);150,00
ERIS;7296;Aplique LED Pequeño;Blanco;LED 8W - 3000K - 640 LMS - 220-240V~50/60Hz;59,98
ERIS;7297;Aplique LED Pequeño;Negro;LED 8W - 3000K - 640 LMS - 220-240V~50/60Hz;59,98
ERIS;7298;Aplique LED Mediano;Blanco;LED 16W - 3000K - 1280 LMS - 220-240V~50/60Hz;108,34
ERIS;7299;Aplique LED Mediano;Negro;LED 16W - 3000K - 1280 LMS - 220-240V~50/60Hz;108,34
ERIS;7300;Aplique LED Grande;Blanco;LED 24W - 3000K - 1920 LMS - 220-240V~50/60Hz;148,34
ERIS;7301;Aplique LED Grande;Negro;LED 24W - 3000K - 1920 LMS - 220-240V~50/60Hz;148,34
ESPIGA;6545;Baliza Exterior IP65;Gris Oscuro;2 x G9 (No Incl.);91,00
ESPIGA;6546;Baliza Exterior IP65;Gris Oscuro;3 x G9 (No Incl.);109,20
ESPIGA;6547;Baliza Exterior IP65;Gris Oscuro;5 x G9 (No Incl.);154,80
EVE ANTRACITA P. BLANCA;1150;Lámpara ;Antracita;4 x E27 (No Incl.);173,55
EVE ANTRACITA P. BLANCA;1151;Lámpara ;Antracita;3 x E27 (No Incl.);173,55
EVE ANTRACITA P. BLANCA;1152;Semi Plafón ;Antracita;2 x E27 (No Incl.);120,90
EVE ANTRACITA P. BLANCA;1153;Lámpara ;Antracita;3 x E27 (No Incl.);138,45
EVE ANTRACITA P. BLANCA;1154;Aplique ;Antracita;1 x E27 (No Incl.);44,85
EVE ANTRACITA P. BLANCA;1155;Aplique ;Antracita;2 x E27 (No Incl.);79,94
EVE ANTRACITA P. BLANCA;1156;Aplique ;Antracita;3 x E27 (No Incl.);111,15
EVE ANTRACITA P. BLANCA;1157;Sobremesa ;Antracita;2 x E27 (No Incl.);113,10
EVE ANTRACITA P. BLANCA;1158;Sobremesa ;Antracita;2 x E27 (No Incl.);136,50
EVE ANTRACITA P. BLANCA;1159;Pie De Salón ;Antracita;2 x E27 (No Incl.);239,85
EVE CROMO P. BLANCA;1130;Lámpara ;Cromo;4 x E27 (No Incl.);185,25
EVE CROMO P. BLANCA;1131;Lámpara ;Cromo;3 x E27 (No Incl.);193,06
EVE CROMO P. BLANCA;1132;Semi Plafón ;Cromo;2 x E27 (No Incl.);126,75
EVE CROMO P. BLANCA;1133;Lámpara ;Cromo;3 x E27 (No Incl.);148,20
EVE CROMO P. BLANCA;1134;Aplique ;Cromo;1 x E27 (No Incl.);46,80
EVE CROMO P. BLANCA;1135;Aplique ;Cromo;2 x E27 (No Incl.);83,85
EVE CROMO P. BLANCA;1136;Aplique ;Cromo;3 x E27 (No Incl.);116,99
EVE CROMO P. BLANCA;1137;Sobremesa ;Cromo;2 x E27 (No Incl.);116,99
EVE CROMO P. BLANCA;1138;Sobremesa ;Cromo;2 x E27 (No Incl.);144,30
EVE CROMO P. BLANCA;1139;Pie De Salón ;Cromo;2 x E27 (No Incl.);267,16
EVE CROMO P. NEGRA;1170;Lámpara ;Cromo;4 x E27 (No Incl.);185,25
EVE CROMO P. NEGRA;1171;Lámpara ;Cromo;3 x E27 (No Incl.);193,06
EVE CROMO P. NEGRA;1172;Semi Plafón ;Cromo;2 x E27 (No Incl.);126,75
EVE CROMO P. NEGRA;1173;Lámpara ;Cromo;3 x E27 (No Incl.);148,20
EVE CROMO P. NEGRA;1174;Aplique ;Cromo;1 x E27 (No Incl.);46,80
EVE CROMO P. NEGRA;1175;Aplique ;Cromo;2 x E27 (No Incl.);83,85
EVE CROMO P. NEGRA;1176;Aplique ;Cromo;3 x E27 (No Incl.);116,99
EVE CROMO P. NEGRA;1177;Sobremesa ;Cromo;2 x E27 (No Incl.);116,99
EVE CROMO P. NEGRA;1178;Sobremesa ;Cromo;2 x E27 (No Incl.);144,30
EVE CROMO P. NEGRA;1179;Pie De Salón ;Cromo;2 x E27 (No Incl.);267,16
EVEREST;6505;Aplique Exterior IP54;Blanco;1 x GX53 (No Incl.);32,80
EVEREST;6506;Aplique Exterior IP54;Gris Oscuro;1 x GX53 (No Incl.);32,80
EVEREST;6740;Sobremuro exterior   IP65;Blanco;2 x GX53 (No Incl.);83,80
EVEREST;6741;Sobremuro exterior   IP65;Gris Oscuro;2 x GX53 (No Incl.);83,80
EVEREST;6742;Baliza exterior   IP65;Blanco;2 x GX53 (No Incl.);92,90
EVEREST;6743;Baliza exterior   IP65;Gris Oscuro;2 x GX53 (No Incl.);92,90
EVEREST;6744;Sobremuro exterior   IP65;Blanco;1 x GX53 (No Incl.);65,70
EVEREST;6745;Sobremuro exterior   IP65;Gris Oscuro;1 x GX53 (No Incl.);65,70
EVEREST;6746;Baliza exterior IP65;Blanco;1 x GX53 (No Incl.);74,90
EVEREST;6747;Baliza exterior IP65;Gris Oscuro;1 x GX53 (No Incl.);74,90
FASE;6247;***DES***Plafón LED  CR.;Blanco;LED 90W - 3000K-6500K - 4800 LMS - 220-240V~50/60Hz;179,73
FASE;6249;***DES***Plafón LED  Cuadrado;Blanco;LED 24W - 4000K - 1400 LMS - 220-240V~50/60Hz;55,81
FIJI;7200;Foco Superficie LED;Blanco;LED 15W - 3000K - 1500 LMS - 220-240V~50/60Hz;54,88
FIJI;7201;Foco Superficie LED;Blanco;LED 20W - 3000K - 2000 LMS - 220-240V~50/60Hz;56,60
FIJI;7202;Foco Superficie LED;Blanco;LED 30W - 3000K - 3000 LMS - 220-240V~50/60Hz;71,60
FIJI;7203;Foco Superficie LED;Blanco;LED 40W - 3000K - 4000 LMS - 220-240V~50/60Hz;81,46
FIJI;7204;Foco Superficie LED;Blanco;LED 15W - 4000K - 1650 LMS - 220-240V~50/60Hz;54,88
FIJI;7205;Foco Superficie LED;Blanco;LED 20W - 4000K - 2200 LMS - 220-240V~50/60Hz;56,60
FIJI;7206;Foco Superficie LED;Blanco;LED 30W - 4000K - 3300 LMS - 220-240V~50/60Hz;71,60
FIJI;7207;Foco Superficie LED;Blanco;LED 40W - 4000K - 4400 LMS - 220-240V~50/60Hz;81,46
FIJI;7208;Foco Superficie LED;Negro;LED 15W - 3000K - 1500 LMS - 220-240V~50/60Hz;54,88
FIJI;7209;Foco Superficie LED;Negro;LED 20W - 3000K - 2000 LMS - 220-240V~50/60Hz;56,60
FIJI;7210;Foco Superficie LED;Negro;LED 30W - 3000K - 3000 LMS - 220-240V~50/60Hz;71,60
FIJI;7211;Foco Superficie LED;Negro;LED 40W - 3000K - 4000 LMS - 220-240V~50/60Hz;81,46
FIJI;7212;Foco Superficie LED;Negro;LED 15W - 4000K - 1650 LMS - 220-240V~50/60Hz;54,88
FIJI;7213;Foco Superficie LED;Negro;LED 20W - 4000K - 2200 LMS - 220-240V~50/60Hz;56,60
FIJI;7214;Foco Superficie LED;Negro;LED 30W - 4000K - 3300 LMS - 220-240V~50/60Hz;71,60
FIJI;7215;Foco Superficie LED;Negro;LED 40W - 4000K - 4400 LMS - 220-240V~50/60Hz;81,46
FIJI;7216;OPTICA  15/20W 15º  ( 050K-S );Crome;;2,14
FIJI;7217;OPTICA  15/20W 24º  ( 050K-M );Crome;;2,14
FIJI;7218;OPTICA  15/20W 38º  ( 050K-F );Crome;;2,14
FIJI;7219;OPTICA  30W 15º  ( 069D-S );Crome;;3,00
FIJI;7220;OPTICA  30W 24º  ( 069D-M );Crome;;3,00
FIJI;7221;OPTICA 30W 38º  ( 069D-L );Crome;;3,00
FIJI;7222;OPTICA  40W 15º  ( 075I-S );Crome;;3,44
FIJI;7223;OPTICA 40W 24º  ( 075I-M );Crome;;3,44
FIJI;7224;OPTICA  40W 38º  ( 075I-L );Crome;;3,44
FLAME;1326;Sobremesa  - IP65;Blanco;1 x E27 (No Incl.);49,00
FLAME;1327;***DES***Sobremesa ;Blanco;1 x E27 (No Incl.);52,65
FLAME;1400;Pie De Salón  IP65;Blanco;4 x GU10 (No Incl.);215,60
FLAME;1401;***DES***Pie De Salón ;Blanco;4 x GU10 (No Incl.);245,70
FORMENTERA;C0071;Foco Empotrable LED ;Blanco Mate;LED 7W - 3000K - 610 LMS - 220-240V~50/60Hz;26,46
FORMENTERA;C0072;Foco Empotrable LED ;Blanco Mate;LED 7W - 4000K - 650 LMS - 220-240V~50/60Hz;26,46
FORMENTERA;C0073;Foco Empotrable LED ;Blanco Mate;LED 12W - 3000K - 1040 LMS - 220-240V~50/60Hz;41,30
FORMENTERA;C0074;Foco Empotrable LED ;Blanco Mate;LED 12W - 4000K - 1080 LMS - 220-240V~50/60Hz;41,30
FORMENTERA;C0075;Foco Empotrable LED ;Blanco Mate;LED 7W - 3000K - 610 LMS - 220-240V~50/60Hz;26,46
FORMENTERA;C0076;Foco Empotrable LED ;Blanco Mate;LED 7W - 4000K - 650 LMS - 220-240V~50/60Hz;26,46
FORMENTERA;C0077;Foco Empotrable LED ;Blanco Mate;LED 12W - 3000K - 920 LMS - 220-240V~50/60Hz;41,30
FORMENTERA;C0078;Foco Empotrable LED ;Blanco Mate;LED 12W - 4000K - 940 LMS - 220-240V~50/60Hz;41,30
FORMENTERA;C0079;Foco Empotrable LED ;Blanco Mate;LED 7W - 3000K - 610 LMS - 220-240V~50/60Hz;26,46
FORMENTERA;C0080;Foco Empotrable LED ;Blanco Mate;LED 7W - 4000K - 650 LMS - 220-240V~50/60Hz;26,46
FUERTEVENTURA;6865;ESTANTE LED  BLANCO;Blanco Mate;LED 9W - 3000K - 600 LMS - AC100-250V~ 50/60Hz;59,90
FUERTEVENTURA;6866;ESTANTE LED  NEGRO;Negro Mate;LED 9W - 3000K - 600 LMS - AC100-250V~ 50/60Hz;59,90
GARDA;6400;Empotrable LED ;Blanco Mate + Negro;LED 7W - 3000K - 610 LMS - 220-240V~50/60Hz;44,90
GARDA;6401;Empotrable LED ;Blanco Mate + Negro;LED 7W - 4000K - 630 LMS - 220-240V~50/60Hz;44,90
GARDA;6402;Empotrable LED ;Blanco Mate + Negro;LED 12W - 3000K - 1020 LMS - 220-240V~50/60Hz;63,00
GARDA;6403;Empotrable LED ;Blanco Mate + Negro;LED 12W - 4000K - 1080 LMS - 220-240V~50/60Hz;63,00
GOKOVA;6820;Aplique LED ;Blanco Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;46,90
GOKOVA;6821;Aplique LED ;Negro Arena;LED 3W - 3000K - 210 LMS - 100-240V~50/60Hz;46,90
GOWER;6830;Foco;Blanco Arena;LED 7W - 3000K - 520 LMS - 220-240V~50/60Hz;16,20
GOWER;6831;Foco ;Negro Arena;LED 7W - 4000K - 560 LMS - 220-240V~50/60Hz;16,20
GOWER;6832;Foco ;Blanco Arena;LED 7W - 4000K - 560 LMS - 220-240V~50/60Hz;16,20
GOWER;6833;Foco ;Negro Arena;LED 7W - 3000K - 520 LMS - 220-240V~50/60Hz;16,20
GRACIOSA;6390;Empotrable LED ;Blanco;LED 24.5W - 3000K - 1900 LMS - 220-240V~50/60Hz;28,20
GRACIOSA;6391;Empotrable LED ;Blanco;LED 24.5W - 4000K - 2100 LMS - 220-240V~50/60Hz;28,20
GRACIOSA;6392;Empotrable LED ;Blanco;LED 15.3W - 3000K - 1100 LMS - 220-240V~50/60Hz;22,10
GRACIOSA;6393;Empotrable LED ;Blanco;LED 15.3W - 4000K - 1200 LMS - 220-240V~50/60Hz;22,10
GRACIOSA;6394;Empotrable LED ;Blanco;LED 10.8W - 3000K - 820 LMS - 220-240V~50/60Hz;14,10
GRACIOSA;6397;Empotrable LED ;Blanco;LED 10.8W - 4000K - 850 LMS - 220-240V~50/60Hz;14,10
GUINCHO;6855;Empotrable LED ;Blanco Arena;LED 3W - 3000K - 210 LMS - AC 100-240V 50/60Hz;17,40
GUINCHO;6856;Empotrable LED ;Negro Arena;LED 3W - 3000K - 210 LMS - AC 100-240V 50/60Hz;17,40
GUINCHO;6857;Empotrable LED ;Blanco Arena;LED 5W - 3000K - 410 LMS - AC 220-240V 50/60Hz;25,90
GUINCHO;6858;Empotrable LED ;Negro Arena;LED 5W - 3000K - 410 LMS - AC 220-240V 50/60Hz;25,90
GUINCHO;6859;Empotrable LED ;Blanco Arena;LED 3W - 4000K - 210 LMS - AC 100-240V 50/60Hz;17,40
GUINCHO;6860;Empotrable LED ;Negro Arena;LED 3W - 4000K - 210 LMS - AC 100-240V 50/60Hz;17,40
GUINCHO;6861;Empotrable LED ;Blanco Arena;LED 5W - 4000K - 410 LMS - AC 220-240V 50/60Hz;25,90
GUINCHO;6862;Empotrable LED ;Negro Arena;LED 5W - 4000K - 410 LMS - AC 220-240V 50/60Hz;25,90
GUINCHO;7080;Empotrable LED ;Blanco Arena;LED 3W - 2700K - 210 LMS - AC 100-240V 50/60Hz;19,90
GUINCHO;7081;Empotrable LED ;Negro Arena;LED 3W - 2700K - 210 LMS - AC 100-240V 50/60Hz;19,90
