TemplateType=Offer	Version=2014.0703																	
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
057M-6629	18,10	361	8,43515E+12	EAN	NEW									3					
057M-6628	18,10	381	8,43515E+12	EAN	NEW									3					
057M-6621	17,04	398	8,43515E+12	EAN	NEW									3					
057M-6634	47,34	374	8,43515E+12	EAN	NEW									3					
057M-7038	17,80	167	8,43515E+12	EAN	NEW									3					
057M-6622	24,30	346	8,43515E+12	EAN	NEW									3					
057M-C0075	26,46	317	8,43515E+12	EAN	NEW									3					
057M-6707	219,00	311	8,43515E+12	EAN	NEW									3					
057M-C0194	12,40	811	8,43515E+12	EAN	NEW									3					
057M-6480	103,20	359	8,43515E+12	EAN	NEW									3					
057M-C0101	42,00	531	8,43515E+12	EAN	NEW									3					
057M-C0089	46,50	342	8,43515E+12	EAN	NEW									3					
057M-5970	54,60	613	8,43515E+12	EAN	NEW									3					
057M-6545	91,00	418	8,43515E+12	EAN	NEW									3					
057M-6630	25,58	408	8,43515E+12	EAN	NEW									3					
057M-6283	17,11	1.119	8,43515E+12	EAN	NEW									3					
057M-6623	24,30	414	8,43515E+12	EAN	NEW									3					
057M-C0197	29,80	412	8,43515E+12	EAN	NEW									3					
057M-6043	77,88	430	8,43515E+12	EAN	NEW									3					
057M-C0085	60,00	334	8,43515E+12	EAN	NEW									3					
057M-6627	44,36	412	8,43515E+12	EAN	NEW									3					
057M-C0190	12,40	425	8,43515E+12	EAN	NEW									3					
057M-6525	50,60	424	8,43515E+12	EAN	NEW									3					
057M-6633	35,82	441	8,43515E+12	EAN	NEW									3					
057M-6635	47,34	436	8,43515E+12	EAN	NEW									3					
057M-7040	12,30	405	8,43515E+12	EAN	NEW									3					
057M-6506	32,80	403	8,43515E+12	EAN	NEW									3					
057M-7037	16,90	369	8,43515E+12	EAN	NEW									3					
057M-C0081	33,60	457	8,43515E+12	EAN	NEW									3					
057M-6231	85,42	590	8,43515E+12	EAN	NEW									3					
057M-C0050	53,80	472	8,43515E+12	EAN	NEW									3					
057M-C0182	22,90	373	8,43515E+12	EAN	NEW									3					
057M-C0049	53,80	470	8,43515E+12	EAN	NEW									3					
057M-6282	38,64	96	8,43515E+12	EAN	NEW									3					
057M-6237	62,24	411	8,43515E+12	EAN	NEW									3					
057M-C0183	29,10	434	8,43515E+12	EAN	NEW									3					
057M-C0072	26,46	468	8,43515E+12	EAN	NEW									3					
057M-7039	12,30	452	8,43515E+12	EAN	NEW									3					
057M-5944	23,40	858	8,43515E+12	EAN	NEW									3					
057M-C0192	23,50	459	8,43515E+12	EAN	NEW									3					
057M-C0084	29,70	374	8,43515E+12	EAN	NEW									3					
057M-6481	103,20	796	8,43515E+12	EAN	NEW									3					
057M-6522	38,60	793	8,43515E+12	EAN	NEW									3					
057M-6559	49,00	507	8,43515E+12	EAN	NEW									3					
057M-6391	28,20	448	8,43515E+12	EAN	NEW									3					
057M-5715	63,90	487	8,43515E+12	EAN	NEW									3					
057M-6390	28,20	1.052	8,43515E+12	EAN	NEW									3					
057M-5410	38,60	372	8,43515E+12	EAN	NEW									3					
057M-6505	32,80	536	8,43515E+12	EAN	NEW									3					
057M-5674	57,72	548	8,43515E+12	EAN	NEW									3					
057M-6511	16,90	1.229	8,43515E+12	EAN	NEW									3					
057M-C0193	29,80	544	8,43515E+12	EAN	NEW									3					
057M-5672	39,84	551	8,43515E+12	EAN	NEW									3					
057M-6081	67,20	257	8,43515E+12	EAN	NEW									3					
057M-6397	14,10	563	8,43515E+12	EAN	NEW									3					
057M-6837	3,10	543	8,43515E+12	EAN	NEW									3					
057M-6517	12,30	874	8,43515E+12	EAN	NEW									3					
057M-C0195	16,70	541	8,43515E+12	EAN	NEW									3					
057M-C0191	16,70	572	8,43515E+12	EAN	NEW									3					
057M-C0196	23,50	580	8,43515E+12	EAN	NEW									3					
057M-5411	27,00	237	8,43515E+12	EAN	NEW									3					
057M-5534	39,30	651	8,43515E+12	EAN	NEW									3					
057M-C0161	6,80	1.564	8,43515E+12	EAN	NEW									3					
057M-6392	22,10	697	8,43515E+12	EAN	NEW									3					
057M-C0046	12.59	667	8,43515E+12	EAN	NEW									3					
057M-6811	8,30	427	8,43515E+12	EAN	NEW									3					
057M-6523	38,60	538	8,43515E+12	EAN	NEW									3					
057M-6514	17,80	1.352	8,43515E+12	EAN	NEW									3					
057M-6398	23,40	731	8,43515E+12	EAN	NEW									3					
057M-6399	23,40	768	8,43515E+12	EAN	NEW									3					
057M-6838	3,10	740	8,43515E+12	EAN	NEW									3					
057M-6512	12,30	952	8,43515E+12	EAN	NEW									3					
057M-6812	9,08	496	8,43515E+12	EAN	NEW									3					
057M-6515	17,80	1.089	8,43515E+12	EAN	NEW									3					
057M-5942	33,15	552	8,43515E+12	EAN	NEW									3					
057M-6842	4,34	813	8,43515E+12	EAN	NEW									3					
057M-6841	4,34	798	8,43515E+12	EAN	NEW									3					
057M-C0180	11,80	1.329	8,43515E+12	EAN	NEW									3					
057M-6813	9,08	678	8,43515E+12	EAN	NEW									3					
057M-6843	4,34	811	8,43515E+12	EAN	NEW									3					
057M-C0007	7,44	592	8,43515E+12	EAN	NEW									3					
057M-6395	33,00	841	8,43515E+12	EAN	NEW									3					
057M-C0102	61,40	839	8,43515E+12	EAN	NEW									3					
057M-6844	4,34	854	8,43515E+12	EAN	NEW									3					
057M-6510	16,90	897	8,43515E+12	EAN	NEW									3					
057M-6521	38,60	1.49	8,43515E+12	EAN	NEW									3					
057M-6558	49,00	882	8,43515E+12	EAN	NEW									3					
057M-5675	7,23	901	8,43515E+12	EAN	NEW									3					
057M-6902	8,46	908	8,43515E+12	EAN	NEW									3					
057M-6846	4,34	925	8,43515E+12	EAN	NEW									3					
057M-C0042	13,10	1.47	8,43515E+12	EAN	NEW									3					
057M-6845	4,34	926	8,43515E+12	EAN	NEW									3					
057M-6900	7,64	925	8,43515E+12	EAN	NEW									3					
057M-6901	7,64	942	8,43515E+12	EAN	NEW									3					
057M-6903	8,46	943	8,43515E+12	EAN	NEW									3					
057M-6516	12,30	761	8,43515E+12	EAN	NEW									3					
057M-C0083	29,70	658	8,43515E+12	EAN	NEW									3					
057M-C0048	23,00	816	8,43515E+12	EAN	NEW									3					
057M-6810	8,30	466	8,43515E+12	EAN	NEW									3					
057M-6520	38,60	2.487	8,43515E+12	EAN	NEW									3					
057M-6534	40.85	1.556	8,43515E+12	EAN	NEW									3					
057M-C0184	11,80	1.375	8,43515E+12	EAN	NEW									3					
057M-6406	7,90	1.121	8,43515E+12	EAN	NEW									3					
057M-6405	7,90	2.766	8,43515E+12	EAN	NEW									3					
057M-C0005	7,44	904	8,43515E+12	EAN	NEW									3					
057M-C0006	7,44	973	8,43515E+12	EAN	NEW									3					
057M-6840	4,34	913	8,43515E+12	EAN	NEW									3					
057M-C0164	6,80	3.117	8,43515E+12	EAN	NEW									3					
057M-C0165	6,80	1.284	8,43515E+12	EAN	NEW									3					
057M-C0001	7,44	1.172	8,43515E+12	EAN	NEW									3					
057M-C0041	13,10	1.224	8,43515E+12	EAN	NEW									3					
057M-C0003	7,44	3.905	8,43515E+12	EAN	NEW									3					
057M-5945	23,40	1.842	8,43515E+12	EAN	NEW									3					
057M-6705	219,00	2	8,43515E+12	EAN	NEW									3					
057M-C0004	7,44	1.509	8,43515E+12	EAN	NEW									3					
057M-6706	219,00	1.288	8,43515E+12	EAN	NEW									3					
057M-C0002	7,44	2.15	8,43515E+12	EAN	NEW									3					
057M-6835	2,70	2.136	8,43515E+12	EAN	NEW									3					
057M-C0008	7,44	2.254	8,43515E+12	EAN	NEW									3					
057M-6839	4,34	2.42	8,43515E+12	EAN	NEW									3					
057M-C0162	6,80	4.203	8,43515E+12	EAN	NEW									3					
057M-C0160	6,80	9.441	8,43515E+12	EAN	NEW									3					
057M-4586	310.05	0	8,43515E+12	EAN	NEW									3					
057M-4571	313.95	0	8,43515E+12	EAN	NEW									3					
057M-4822	117	0	8,43515E+12	EAN	NEW									3					
057M-5755	324.97	0	8,43515E+12	EAN	NEW									3					
057M-4820	196.95	0	8,43515E+12	EAN	NEW									3					
057M-3677	191.1	0	8,43515E+12	EAN	NEW									3					
057M-2332	156	0	8,43515E+12	EAN	NEW									3					
057M-5213	153,62	0	8,43515E+12	EAN	NEW									3					
057M-4612	126.75	0	8,43515E+12	EAN	NEW									3					
057M-4615	120,90	26	8,43515E+12	EAN	NEW									3					
057M-1546	111.15	0	8,43515E+12	EAN	NEW									3					
057M-1395	109.2	0	8,43515E+12	EAN	NEW									3					
057M-4611	95.55	0	8,43515E+12	EAN	NEW									3					
057M-6271	83.58	0	8,43515E+12	EAN	NEW									3					
057M-1913	76.05	0	8,43515E+12	EAN	NEW									3					
057M-4605	76.05	0	8,43515E+12	EAN	NEW									3					
057M-1389	72.15	0	8,43515E+12	EAN	NEW									3					
057M-5550	67,80	0	8,43515E+12	EAN	NEW									3					
057M-5552	67.81	0	8,43515E+12	EAN	NEW									3					
057M-6836	2.77	0	8,43515E+12	EAN	NEW									3					
057M-4585	343.2	0	8,43515E+12	EAN	NEW									3					
057M-4609	226.2	0	8,43515E+12	EAN	NEW									3					
057M-4608	152.1	0	8,43515E+12	EAN	NEW									3					
057M-5212	126.24	0	8,43515E+12	EAN	NEW									3					
057M-3673	115,05	0	8,43515E+12	EAN	NEW									3					
057M-5600	58.38	0	8,43515E+12	EAN	NEW									3					
057M-5751	429,00	0	8,43515E+12	EAN	NEW									3					
057M-961	198.9	0	8,43515E+12	EAN	NEW									3					
057M-5820	307,09	25	8,43515E+12	EAN	NEW									3					
057M-5752	317,85	17	8,43515E+12	EAN	NEW									3					
057M-996	198.9	0	8,43515E+12	EAN	NEW									3					
057M-5938	52.64	0	8,43515E+12	EAN	NEW									3					
